age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,66,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,66,15,2,0.0734848484848485,0.010658958992097912,0.04,0.08,0.04,0.3787878787878788
2,65,32,2,0.14902153846153846,0.015996235059996915,0.10980000000000001,0.16319999999999998,0.053399999999999975,0.4769230769230769
3,63,46,2,0.22815311111111114,0.020671339152380373,0.180313,0.249595,0.06928200000000001,0.47619047619047616
4,61,59,2,0.3074304916393443,0.026378474430515837,0.25291790000000003,0.33918025,0.08626234999999999,0.4918032786885246
5,58,58,3,0.3889897719068966,0.032538138363128036,0.3130124968,0.4319512381,0.11893874130000004,0.5
6,57,57,3,0.46960670299208773,0.04079124314142064,0.3734039034350001,0.527903515062,0.15449961162699988,0.49122807017543857
7,55,55,4,0.5504721824645565,0.04858240629457499,0.38065328998775,0.6270207255864799,0.24636743559872992,0.49090909090909096
8,53,53,4,0.629324244142468,0.054045256983041176,0.4625545300500202,0.7056592919305144,0.24310476188049418,0.49056603773584906
9,49,49,5,0.70806227485527,0.05838431476472486,0.5451956186247578,0.8001113420821456,0.2549157234573878,0.5510204081632653
10,46,46,4,0.7784892796957933,0.0628607009118074,0.6117116933648985,0.8748835356654611,0.26317184230056256,0.5
