k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.4571289607316813,1.9999999999999993,1.423607815242725,2.0,0
20,0.9805125842599947,1.9999991229264835,0.9205373427768594,1.9999922200000002,0
30,0.7346540077029245,1.9999999834659923,0.6755258233913722,1.9999550715140002,0
50,0.4100531402802037,1.9998450664685001,0.37087112015508233,1.9614750541700001,0
75,0.1239275012888399,0.36047055644869747,0.12733083771209966,0.36047055644869747,0
100,0.07928294441641215,0.2655780350638028,0.08204494102989687,0.2655780350638028,0
150,0.05105034041997922,0.1555718951499801,0.0528765025851691,0.1555718951499801,0
200,0.03914518683182165,0.11200619999999999,0.04080663527021079,0.11200619999999999,0
300,0.02687932263216525,0.060000000000000026,0.029874626918672032,0.05900000000000003,0
400,0.018520896830400393,0.05507849820999987,0.02071728523656967,0.05507849820999987,1
500,0.011015749267983075,0.05219665795307998,0.012322104149122094,0.05219665795307998,0
698,0.0,0.0,0.0,0.0,0
