age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,53,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,53,15,2,0.07169811320754715,0.01224526848270789,0.04,0.08,0.04,0.4339622641509434
2,52,33,2,0.14670192307692306,0.0165740122154281,0.1098,0.16319999999999998,0.05339999999999999,0.4807692307692307
3,50,44,2,0.22415142,0.02141107013774884,0.18031299999999997,0.24958399999999997,0.069271,0.45999999999999996
4,49,49,2,0.3022648310204082,0.026970926172469142,0.23448178,0.33742374,0.10294196000000003,0.4897959183673469
5,48,48,2,0.38101170030208326,0.031094847289402983,0.30102732339999994,0.41915909910000004,0.11813177570000011,0.5
6,47,47,3,0.4591845443228511,0.03483950863695001,0.3708366073830001,0.5111357431749999,0.14029913579199976,0.4893617021276596
7,46,46,3,0.5384833445236634,0.0419338246114167,0.41674983332747007,0.59378779717356,0.17703796384608994,0.5
8,45,45,3,0.6172205112573198,0.047096824846878126,0.49632449558338493,0.6838265617665175,0.18750206618313253,0.48888888888888893
9,43,43,3,0.6967919275554766,0.049119159143216615,0.5793518831875019,0.7677302082678348,0.18837832508033292,0.4883720930232558
10,39,39,3,0.7775712985689669,0.05797186542311509,0.6344738715674262,0.8590266195771591,0.2245527480097329,0.4871794871794872
