k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.318040144020025,1.9999999999999978,1.26379216490629,1.9999567600000001,0
20,1.062868000802755,1.9999999999999982,1.0127951544979432,1.98174654,0
30,0.8530091474796129,1.9999943157999998,0.8123650828306572,1.99384834487653,0
50,0.5564882175927385,1.999806,0.5527176394565405,1.9598,0
75,0.09956669987359153,0.33263940873800013,0.09998130441834835,0.2969543578407802,0
100,0.06844525732299535,0.22956982452620428,0.06969828003136035,0.22956982452620428,0
150,0.043842645564566435,0.1457014949995007,0.044807205671285565,0.1457014949995007,0
200,0.0337286707797244,0.10053633740602008,0.035627298945868933,0.10053633740602008,0
300,0.021803051169488306,0.057241999999999967,0.024754171226772582,0.057241999999999967,0
400,0.011899066898236218,0.0511957724125676,0.013509647670320715,0.0511957724125676,1
500,0.004152560745231056,0.039216,0.004714624522868391,0.039216,0
562,0.0,0.0,0.0,0.0,0
