age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,71,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,71,16,2,0.0730985915492958,0.011456168680373385,0.04,0.08,0.04,0.3661971830985915
2,69,36,2,0.14929420289855075,0.01648117840920162,0.0886,0.16319999999999998,0.07459999999999999,0.4782608695652174
3,66,48,2,0.22711827272727275,0.01942204673041302,0.16753600000000002,0.2496,0.08206399999999997,0.5
4,63,59,2,0.30624587523809527,0.023259239702344402,0.23448178000000003,0.33919993000000004,0.10471815000000001,0.4920634920634921
5,60,60,3,0.38657393898500003,0.026728186507285454,0.30102732339999994,0.4282927776,0.12726545420000007,0.5
6,58,58,2,0.4675468546127931,0.029014059427787828,0.38805094063600004,0.5119300582099999,0.12387911757399989,0.5
7,56,56,3,0.5454177112771467,0.0369573301118869,0.45008590766308004,0.6078769004588,0.15779099279572,0.5
8,52,52,4,0.6249228425686186,0.045550088174058305,0.515657731060335,0.7062181561041911,0.19056042504385617,0.5384615384615384
9,49,49,4,0.7046365445888033,0.05011319534737914,0.6040395889404013,0.8007226007345922,0.1966830117941909,0.5714285714285714
10,45,45,3,0.7833310532644214,0.05374561259918724,0.6793999065472044,0.8762609756361343,0.19686106908892986,0.48888888888888893
