k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3808402246308207,1.9999987404185744,1.338292241428077,1.9999898999999999,0
20,1.1079448766674633,1.99999806,1.0667202954484445,1.9999399548900003,0
30,0.850838051144718,1.9999981182000002,0.8134977797223673,1.9999614476000005,0
50,0.3872651992686052,1.99776220310916,0.36144617313992483,1.9598,0
75,0.10643623676493558,0.3326394087380001,0.10529173151026462,0.3088379892137418,0
100,0.06965058587655124,0.22926293056696478,0.06942079429058584,0.22926293056696478,0
150,0.047489001339064404,0.14800854135600003,0.04876221054504988,0.14800854135600003,0
200,0.037119912307112625,0.11277838000000003,0.03958679406279894,0.11277838000000003,0
300,0.024520531486356918,0.058200000000000016,0.02756828116262727,0.058200000000000016,0
400,0.014784706357595783,0.056008262420499,0.016622353475489043,0.056008262420499,1
500,0.0063223176070466534,0.039999999999999994,0.007108142394363187,0.039999999999999994,0
597,0.0,0.0,0.0,0.0,0
