age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,73,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,73,15,2,0.07328767123287672,0.010605606493614196,0.04,0.08,0.04,0.3972602739726028
2,71,34,2,0.14843802816901408,0.01646886406027526,0.0886,0.16319999999999998,0.07459999999999999,0.4225352112676056
3,69,49,2,0.22596805797101444,0.02000434384920482,0.16753600000000002,0.24959999999999996,0.08206399999999994,0.4492753623188406
4,67,61,2,0.3035218513432835,0.024948699590784468,0.24171385999999997,0.3392,0.09748614000000003,0.4925373134328358
5,65,65,2,0.3801034753615385,0.02998486833895817,0.3116554162,0.4290886565000001,0.11743324030000013,0.49230769230769234
6,64,64,2,0.4568362195843907,0.033740084573920325,0.39169324031100006,0.5034117685750001,0.11171852826400008,0.5
7,62,62,2,0.5336749255194027,0.036588796672283035,0.4645580338726101,0.5948730483586802,0.13031501448607008,0.5
8,60,60,4,0.6065694779959406,0.040806311403172646,0.5285107576540198,0.6868647888089214,0.15835403115490165,0.5333333333333333
9,56,56,4,0.6778089715081731,0.048677307743393704,0.53392668273663,0.7740372515482673,0.24011056881163728,0.5357142857142857
10,53,53,4,0.7468596723523474,0.05907740122994627,0.5380444601064867,0.8712871801612282,0.33324272005474154,0.49056603773584906
