k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.2889899244683902,1.9999999999999996,1.2352567877628922,2.0,0
20,0.8651986689835941,1.9999939999999998,0.7913851395568041,1.9994237999999998,0
30,0.7442043472788771,1.9999939999999998,0.6874279855404126,1.9994237999999998,0
50,0.43409441426233,1.9997999999999998,0.4022185349730966,1.96,0
75,0.12401109317201311,0.33263940873800024,0.1264852881622505,0.31186273688781,0
100,0.07912154639552696,0.22941438,0.08120463991228535,0.22941438,0
150,0.051531914906495044,0.15461993043774,0.05325958823149362,0.15461993043774,0
200,0.038820201870712036,0.11064984,0.040684296760149806,0.11064984,0
300,0.026859626854069063,0.060000000000000026,0.029736448760930203,0.060000000000000005,0
400,0.018707755712191524,0.0548648532,0.02091400153931589,0.0548648532,1
500,0.010742299349912205,0.048452433326653714,0.012009161793439816,0.048452433326653714,0
692,0.0,0.0,0.0,0.0,0
