age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,77,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,77,17,2,0.07324675324675324,0.011446267291704263,0.04,0.08,0.04,0.35064935064935066
2,75,41,2,0.149172,0.01769728837986204,0.0886,0.16319999999999998,0.07459999999999999,0.45333333333333337
3,73,57,3,0.2272822602739726,0.02208762308105183,0.159472,0.2496,0.09012799999999999,0.4931506849315068
4,71,69,3,0.3074127630985915,0.02632845669236035,0.23826674000000003,0.33919978,0.10093303999999997,0.47887323943661975
5,69,69,3,0.38795784180724646,0.03019484193852701,0.3003314889,0.4319870933,0.13165560440000001,0.49275362318840576
6,65,65,3,0.4714388989129846,0.03286142168202732,0.3948681010679999,0.5119525396619999,0.11708443859400003,0.49230769230769234
7,62,62,3,0.5535328399602333,0.03757599800621515,0.46041399285422996,0.6078939284167999,0.14747993556256994,0.5
8,60,60,3,0.6324410520398608,0.043054951876424795,0.5310630715197296,0.6902686535146042,0.15920558199487456,0.5
9,57,57,4,0.707412440717461,0.050375570999401015,0.5364193835927258,0.7792797250047899,0.24286034141206414,0.49122807017543857
10,51,51,4,0.779101569429308,0.06107723377269126,0.6208030610923442,0.8749883218696493,0.2541852607773051,0.4901960784313726
