age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,67,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,67,14,2,0.07402985074626865,0.011070965319792654,0.04,0.08,0.04,0.29850746268656714
2,66,35,2,0.15057878787878787,0.017198207404398334,0.0886,0.16319999999999998,0.07459999999999999,0.4242424242424242
3,64,49,2,0.230152828125,0.02059352303710645,0.16753600000000002,0.2496,0.08206399999999997,0.484375
4,62,58,2,0.31136245612903224,0.023624276936924402,0.25012977999999997,0.3392,0.08907022000000003,0.5
5,59,59,3,0.39311946700169487,0.02958585073355128,0.29995607129999996,0.42908865650000005,0.1291325852000001,0.4915254237288136
6,57,57,3,0.4765013308721755,0.03411642517853905,0.38011119812000005,0.523675824817,0.143564626697,0.49122807017543857
7,55,55,3,0.5592769975547666,0.036681271343756296,0.46041399285422996,0.62119290749414,0.16077891463991006,0.49090909090909096
8,53,53,3,0.6373198371881316,0.046174574653058555,0.5292225426736474,0.7208628861869788,0.19164034351333137,0.49056603773584906
9,50,50,3,0.7176536263360448,0.05170325369464974,0.5947768314064783,0.7861560107579317,0.19137917935145343,0.5
10,46,46,4,0.794494577230439,0.059925995316069125,0.614333688853315,0.8750742282264278,0.2607405393731128,0.5
