k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3852495047431406,1.999999999999999,1.3397138768880272,1.9999980750032644,0
20,1.1157970543882831,1.9999999622140434,1.0658768870696518,1.999998121160219,0
30,0.8986036285957223,1.9999999796612722,0.8512470321729124,1.9999987599274542,0
50,0.35459467035479975,1.9999923601224872,0.2956935802146377,1.9994504756,0
75,0.15298595284757055,1.9634892,0.14475943033837227,1.9258036324,0
100,0.08805999911831018,0.2668804428309124,0.09061998392896592,0.2668804428309124,0
150,0.053248930929484496,0.16133216330841468,0.05534472953334382,0.16133216330841468,0
200,0.04064265828261921,0.1412819735679087,0.04237932896528825,0.1412819735679087,0
300,0.029188693554309145,0.09234048400000003,0.031172246321043283,0.09234048400000003,0
400,0.020868610597145964,0.0627941451836165,0.023386693323800077,0.0627941451836165,0
500,0.013349289162530684,0.05227608409399998,0.014960063118793812,0.05227608409399998,1
743,0.0,0.0,0.0,0.0,0
