k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.1701466075213045,1.9999998999999995,1.0946905804859797,1.99998606,0
20,0.8915099452363617,1.9999999212000001,0.8094608739577813,1.999992,0
30,0.5876995839332214,1.9999999212000001,0.5017255777704007,1.9965658430000004,0
50,0.32761938370452254,1.9999999212000001,0.27720129681127825,1.9965658430000004,0
75,0.11402732141191838,0.38197302020602014,0.11682963462849917,0.32197302020602014,0
100,0.07128579433268542,0.2455742386408854,0.07407470719345863,0.2455742386408854,0
150,0.04439031482356402,0.11820000000000004,0.04581371406516146,0.114654,0
200,0.03546967927339203,0.10555485882694629,0.03755549885044761,0.10555485882694629,0
300,0.02403924311291702,0.05802799999999998,0.027224115612450493,0.05802799999999998,0
400,0.015079042819177765,0.052874849377599925,0.0170768107425897,0.052874849377599925,1
500,0.007497401858673724,0.039984000000000026,0.008490705553198554,0.039984000000000026,0
624,0.0,0.0,0.0,0.0,0
