age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,78,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,78,16,2,0.07371794871794873,0.010390944573308783,0.04,0.08,0.04,0.3717948717948718
2,77,41,2,0.1494831168831169,0.014927046859555888,0.1098,0.16319999999999998,0.05339999999999999,0.49350649350649356
3,75,61,2,0.2267714266666667,0.019871837686651486,0.15947199999999997,0.2496,0.09012800000000001,0.4933333333333333
4,72,67,3,0.3034983390277778,0.026700314628820557,0.22298617999999998,0.3392,0.11621382000000002,0.5
5,69,69,3,0.3823062746594203,0.031895637562562515,0.29995607129999996,0.43199999720000004,0.13204392590000008,0.49275362318840576
6,66,66,3,0.4602141086453939,0.03769637463549374,0.3808705967120001,0.5279998193569999,0.14712922264499984,0.5
7,63,63,4,0.5341342005617987,0.0470573868730356,0.41670554495103007,0.62718716456158,0.2104816196105499,0.5555555555555556
8,59,59,4,0.6084283415755577,0.05554254311684144,0.47833565506740844,0.70632983143203,0.22799417636462155,0.5932203389830508
9,53,53,5,0.687863315956037,0.06293318347407405,0.5163741638030697,0.8008831435270217,0.28450897972395206,0.6037735849056604
10,50,50,4,0.763248131388883,0.0670631015007946,0.6009282474703015,0.8763067929713523,0.2753785455010508,0.5
