k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.4504431706008938,1.9999999971208,1.4190513109361003,1.9999988394032802,0
20,0.9684415781932333,1.9999999905784802,0.9115433215535548,1.9999988394032802,0
30,0.6366732835508732,1.9999999932439998,0.5719353010596833,1.9999991316700003,0
50,0.3991159972434549,1.9806,0.36984061963184395,1.96,0
75,0.11255194594193259,0.333170697332,0.111294422899123,0.29766224920944073,0
100,0.07636297766819018,0.22866164000000003,0.07706931554114527,0.2204950774219476,0
150,0.05238839722667143,0.15312318020602,0.05387631897971545,0.15312318020602,0
200,0.04033491995101585,0.11800000000000005,0.04221110268309332,0.11064984000000001,0
300,0.02777131946837865,0.06000000000000003,0.03008407477162846,0.06000000000000003,0
400,0.019290837570294046,0.05553638000000002,0.021434263966993383,0.05553638000000002,1
500,0.011422033606574223,0.05138899075419455,0.012691148451749136,0.05138899075419455,0
690,0.0,0.0,0.0,0.0,0
