age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,68,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,68,16,2,0.07308823529411766,0.010468068103857064,0.04,0.08,0.04,0.4411764705882353
2,67,32,2,0.14742238805970148,0.016126911048580033,0.1098,0.16319999999999998,0.05339999999999999,0.4477611940298507
3,65,51,2,0.22352319999999998,0.021272117879587757,0.159472,0.24960000000000004,0.09012800000000004,0.4769230769230769
4,64,60,3,0.30039979562499997,0.028135379714736446,0.22298618,0.33920000000000006,0.11621382000000005,0.484375
5,63,63,3,0.3797068010714286,0.03188498498537038,0.3006232809,0.43199999720000015,0.13137671630000014,0.4920634920634921
6,62,62,3,0.45859120900262906,0.03457251205832847,0.3815311342160001,0.5119996832230002,0.13046854900700006,0.5
7,61,61,3,0.5370393419011751,0.03848145062240307,0.45541585913860005,0.6079773222141803,0.15256146307558027,0.47540983606557374
8,59,59,4,0.6168185426504822,0.04176537377651953,0.5401118312434541,0.6990972658677488,0.1589854346242947,0.5084745762711864
9,57,57,4,0.6941662900382796,0.04523117715787506,0.6191813004452185,0.7823533208980137,0.16317202045279522,0.5263157894736843
10,55,55,2,0.7694899018028596,0.050161249551216494,0.6953761003621898,0.869289944202872,0.1739138438406822,0.49090909090909096
