age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,73,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,73,18,2,0.07342465753424658,0.010626817727791492,0.04,0.08,0.04,0.3972602739726028
2,72,43,2,0.14801805555555558,0.016982591792683282,0.1098,0.16319999999999998,0.05339999999999999,0.48611111111111116
3,70,56,2,0.22586364285714286,0.021899525062061904,0.18031299999999997,0.2496,0.06928700000000002,0.5
4,68,65,2,0.30397986117647063,0.02763463924660926,0.23448178000000003,0.33919977999999995,0.10471799999999992,0.5
5,67,67,3,0.38176148191044784,0.035893044602317264,0.2958804248,0.43120411830000016,0.13532369350000018,0.4925373134328358
6,64,64,4,0.46205520805607814,0.04281540698857004,0.303135675877,0.5119525396619998,0.2088168637849998,0.5
7,60,60,4,0.5427188513072376,0.046880588721724556,0.3817791104267901,0.6071005297359799,0.22532141930918986,0.5
8,56,56,4,0.6238830821063347,0.05039124206529683,0.46366910517510795,0.6903919265828603,0.22672282140775235,0.5
9,52,52,4,0.7028735481917091,0.05076712212114185,0.5488051114316141,0.7767567189413613,0.2279516075097472,0.5
10,46,46,4,0.7789688917459259,0.058595218561308254,0.6336621330453487,0.875112841126012,0.24145070808066327,0.5
