age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,54,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,54,14,2,0.07351851851851851,0.01056854301731872,0.04,0.08,0.04,0.38888888888888884
2,52,29,2,0.14890576923076923,0.015828885638671165,0.1098,0.16319999999999998,0.05339999999999999,0.3846153846153846
3,50,42,2,0.22516334000000005,0.019141174685593357,0.15947199999999997,0.24959499999999996,0.09012299999999998,0.42000000000000004
4,48,48,2,0.299182506875,0.02342882147414084,0.23826674,0.33742374,0.09915700000000002,0.5
5,46,46,3,0.3722465424,0.027025048056460523,0.2788985936,0.4282927776,0.14939418399999999,0.5
6,42,42,3,0.44673212650961897,0.029678297340064125,0.359897932644,0.507830726063,0.14793279341899995,0.5
7,37,37,3,0.5265143558445605,0.027967336002979647,0.4445218181726399,0.5905540335671802,0.14603221539454025,0.4864864864864865
8,32,32,2,0.6046746875418311,0.024854191306159974,0.5321651639184661,0.6418206336004533,0.10965546968198714,0.5
9,28,28,3,0.678146767564958,0.030048955782485048,0.598316952713075,0.7249285790499828,0.1266116263369078,0.5
10,24,24,3,0.7511024999583708,0.04104039313158323,0.5994245473387902,0.811073537901726,0.21164899056293573,0.5
