k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3025078081776211,1.9999999999316789,1.2496090073151318,1.9999999800000001,0
20,1.0994950388930762,1.9999939999999998,1.0528021519855273,1.999212,0
30,0.736535798184447,1.999988,0.6760950772238763,1.998808,0
50,0.4520042039170482,1.9964750629903,0.4127623161776256,1.96,0
75,0.11833420681929485,0.38231665985174,0.12056685763140797,0.32231665985174,0
100,0.078190576562842,0.25502216611510387,0.07955320675683109,0.25502216611510387,0
150,0.050704969098658535,0.16209560256193087,0.05217270351516555,0.16209560256193087,0
200,0.04013828607132946,0.12466069803880248,0.04196427250839252,0.12466069803880248,0
300,0.027956803909476587,0.06000000000000003,0.030523090089176187,0.060000000000000005,0
400,0.01935233623968842,0.05577464640000003,0.02165618579203228,0.05577464640000003,1
500,0.011385037116316655,0.04917362497115828,0.012740398677782922,0.04917362497115828,0
705,0.0,0.0,0.0,0.0,0
