k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.31661354251754,1.9999991240000001,1.2607323242655084,1.999930834056,0
20,0.9195256508157847,1.99999714140846,0.8407464934809223,1.9996763921963998,0
30,0.5941097008534473,1.99999714140846,0.5016970858329712,1.9996763921963998,0
50,0.3475023694115388,1.9988608473198202,0.2958959564843086,1.9802,0
75,0.11619110454271324,0.333170697332,0.11784745044029653,0.3114893873724509,0
100,0.07123789919762183,0.22884984000000003,0.07234291236888973,0.21778696458993912,0
150,0.04670361262976217,0.15687608857890006,0.04820546869082314,0.15687608857890006,0
200,0.03529292563705238,0.09685199999999997,0.0370727686574665,0.09685199999999997,0
300,0.024795821464422007,0.058200000000000016,0.02801884851785641,0.058200000000000016,0
400,0.015823601750378783,0.05302726800200006,0.017880395738729578,0.05302726800200006,1
500,0.008790804240324059,0.03998400000000002,0.009933456437939837,0.03998400000000002,0
652,0.0,0.0,0.0,0.0,0
