age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,60,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,60,11,2,0.07450000000000002,0.009733961166965892,0.04,0.08,0.04,0.35
2,58,25,2,0.15059827586206898,0.015319060601649294,0.10980000000000002,0.16319999999999998,0.05339999999999996,0.4482758620689655
3,56,39,2,0.22892550000000003,0.019507999847132307,0.180313,0.2496,0.06928699999999999,0.5
4,54,49,2,0.3089458844444445,0.023899930418377766,0.25291790000000003,0.33918794,0.08627003999999999,0.5
5,52,52,3,0.38876833360192303,0.029527803492983208,0.3130124968,0.43120377410000005,0.11819127730000006,0.5
6,50,50,3,0.46870875504834003,0.037305268819121856,0.37906070786800006,0.511952387406,0.13289167953799996,0.5
7,47,47,3,0.5488410537579088,0.04466697774662188,0.44837201806167015,0.6078934155665601,0.15952139750488992,0.4893617021276596
8,44,44,3,0.6295899595709259,0.0501771656417062,0.5209457878130267,0.706223733308524,0.18527794549549725,0.5
9,40,40,3,0.7065094281775781,0.059097491297982016,0.5810359645416021,0.7837288284740105,0.20269286393240837,0.5
10,34,34,3,0.7831657955291325,0.06507914847492459,0.6574974646616358,0.8688657396171744,0.21136827495553856,0.5
