age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,68,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,68,16,2,0.07470588235294119,0.00977249866225656,0.04,0.08,0.04,0.32352941176470584
2,67,38,2,0.15100298507462684,0.015763257582009887,0.1098,0.16319999999999998,0.05339999999999999,0.4776119402985075
3,66,53,2,0.22846609090909092,0.021683385912446868,0.180313,0.24959999999999996,0.06928699999999996,0.5
4,64,63,3,0.30580880781249997,0.0288111277586284,0.24143170000000003,0.33919984999999997,0.09776814999999994,0.5
5,61,61,3,0.38608973185737705,0.03610202283781593,0.30033148890000005,0.4319874375,0.13165594859999996,0.4918032786885246
6,58,58,3,0.4698661088590173,0.04094542884717592,0.379060707868,0.527194653496,0.14813394562800003,0.5
7,56,56,3,0.5493058571809343,0.04795760066754138,0.4483720180616701,0.6071935657369201,0.15882154767524997,0.5
8,53,53,4,0.626891702143164,0.05741256501545813,0.4611775213018279,0.700586886826981,0.23940936552515313,0.49056603773584906
9,48,48,3,0.7096496150224518,0.05863438319474661,0.5895774235639498,0.793276563457581,0.2036991398936312,0.5
10,43,43,3,0.7830448852127934,0.06409795251339721,0.6620924726998305,0.8698180563498918,0.20772558365006133,0.4883720930232558
