age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,79,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,79,18,2,0.07341772151898734,0.010660001656418885,0.04,0.08,0.04,0.3924050632911392
2,77,44,2,0.14872987012987016,0.01701414281788212,0.0886,0.16319999999999998,0.07459999999999999,0.48051948051948057
3,74,59,2,0.22662086486486485,0.02127172057319061,0.16753600000000002,0.2496,0.08206399999999997,0.5
4,71,67,2,0.3042713436619718,0.026610429681773292,0.24171397,0.33919993000000004,0.09748596000000004,0.49295774647887325
5,69,69,2,0.381521685415942,0.030738496785881635,0.31301249679999993,0.4191875209,0.10617502410000007,0.49275362318840576
6,67,67,3,0.4559312647154329,0.0365907936757129,0.37906070786800006,0.5119300582099999,0.13286935034199987,0.4925373134328358
7,64,64,3,0.5312741956157763,0.0422517164140221,0.44837201806167015,0.5951843820837399,0.14681236402206976,0.5
8,60,60,5,0.6046004895313069,0.05201454729513625,0.4554509784918289,0.6909336553596154,0.23548267686778646,0.5666666666666667
9,53,53,4,0.6842453244297095,0.05317646871656855,0.5785442505689791,0.7893349685692865,0.21079071800030746,0.5849056603773585
10,49,49,3,0.7580906794609752,0.06062993485786553,0.6336584339489298,0.875108128913453,0.24144969496452318,0.4897959183673469
