model,start_x,start_y,threshold,reached,first_passage_step,actual_update_step,fallback_used
87,8,8,9,0,,10,1
87,8,8,10,0,,10,1
87,8,8,11,0,,10,1
87,8,8,12,0,,10,1
87,8,8,13,0,,10,1
87,8,8,14,0,,10,1
87,8,8,15,0,,10,1
87,8,8,16,0,,10,1
87,8,8,17,0,,10,1
87,8,8,18,0,,10,1
87,8,8,19,0,,10,1
87,9,0,1,1,1,1,0
87,9,0,2,1,1,1,0
87,9,0,3,1,1,1,0
87,9,0,4,1,1,1,0
87,9,0,5,1,2,2,0
87,9,0,6,1,2,2,0
87,9,0,7,1,2,2,0
87,9,0,8,1,2,2,0
87,9,0,9,1,3,3,0
87,9,0,10,1,3,3,0
87,9,0,11,1,3,3,0
87,9,0,12,1,3,3,0
87,9,0,13,1,4,4,0
87,9,0,14,1,5,5,0
87,9,0,15,1,6,6,0
87,9,0,16,1,7,7,0
87,9,0,17,1,8,8,0
87,9,0,18,1,9,9,0
87,9,0,19,0,,10,1
87,9,1,1,1,1,1,0
87,9,1,2,1,1,1,0
87,9,1,3,1,1,1,0
87,9,1,4,1,1,1,0
87,9,1,5,1,1,1,0
87,9,1,6,1,2,2,0
87,9,1,7,1,2,2,0
87,9,1,8,1,2,2,0
87,9,1,9,1,2,2,0
87,9,1,10,1,3,3,0
87,9,1,11,1,3,3,0
87,9,1,12,1,3,3,0
87,9,1,13,1,4,4,0
87,9,1,14,1,5,5,0
87,9,1,15,1,6,6,0
87,9,1,16,1,7,7,0
87,9,1,17,1,8,8,0
87,9,1,18,0,,10,1
87,9,1,19,0,,10,1
87,9,2,1,1,1,1,0
87,9,2,2,1,1,1,0
87,9,2,3,1,1,1,0
87,9,2,4,1,1,1,0
87,9,2,5,1,1,1,0
87,9,2,6,1,2,2,0
87,9,2,7,1,2,2,0
87,9,2,8,1,2,2,0
87,9,2,9,1,2,2,0
87,9,2,10,1,2,2,0
87,9,2,11,1,3,3,0
87,9,2,12,1,3,3,0
87,9,2,13,1,4,4,0
87,9,2,14,1,5,5,0
87,9,2,15,1,6,6,0
87,9,2,16,1,7,7,0
87,9,2,17,0,,10,1
87,9,2,18,0,,10,1
87,9,2,19,0,,10,1
87,9,3,1,1,1,1,0
87,9,3,2,1,1,1,0
87,9,3,3,1,1,1,0
87,9,3,4,1,1,1,0
87,9,3,5,1,1,1,0
87,9,3,6,1,2,2,0
87,9,3,7,1,2,2,0
87,9,3,8,1,2,2,0
87,9,3,9,1,2,2,0
87,9,3,10,1,2,2,0
87,9,3,11,1,3,3,0
87,9,3,12,1,3,3,0
87,9,3,13,1,4,4,0
87,9,3,14,1,5,5,0
87,9,3,15,1,6,6,0
87,9,3,16,0,,10,1
87,9,3,17,0,,10,1
87,9,3,18,0,,10,1
87,9,3,19,0,,10,1
87,9,4,1,1,1,1,0
87,9,4,2,1,1,1,0
87,9,4,3,1,1,1,0
87,9,4,4,1,1,1,0
87,9,4,5,1,1,1,0
87,9,4,6,1,2,2,0
87,9,4,7,1,2,2,0
87,9,4,8,1,2,2,0
87,9,4,9,1,2,2,0
87,9,4,10,1,3,3,0
87,9,4,11,1,3,3,0
87,9,4,12,1,4,4,0
87,9,4,13,1,4,4,0
87,9,4,14,1,5,5,0
87,9,4,15,0,,10,1
87,9,4,16,0,,10,1
87,9,4,17,0,,10,1
87,9,4,18,0,,10,1
87,9,4,19,0,,10,1
87,9,5,1,1,1,1,0
87,9,5,2,1,1,1,0
87,9,5,3,1,1,1,0
87,9,5,4,1,1,1,0
87,9,5,5,1,1,1,0
87,9,5,6,1,2,2,0
87,9,5,7,1,2,2,0
87,9,5,8,1,2,2,0
87,9,5,9,1,3,3,0
87,9,5,10,1,3,3,0
87,9,5,11,1,4,4,0
87,9,5,12,1,4,4,0
87,9,5,13,0,,10,1
87,9,5,14,0,,10,1
87,9,5,15,0,,10,1
87,9,5,16,0,,10,1
87,9,5,17,0,,10,1
87,9,5,18,0,,10,1
87,9,5,19,0,,10,1
87,9,6,1,1,1,1,0
87,9,6,2,1,1,1,0
87,9,6,3,1,1,1,0
87,9,6,4,1,1,1,0
87,9,6,5,1,1,1,0
87,9,6,6,1,2,2,0
87,9,6,7,1,2,2,0
87,9,6,8,1,3,3,0
87,9,6,9,1,3,3,0
87,9,6,10,0,,10,1
87,9,6,11,0,,10,1
87,9,6,12,0,,10,1
87,9,6,13,0,,10,1
87,9,6,14,0,,10,1
87,9,6,15,0,,10,1
87,9,6,16,0,,10,1
87,9,6,17,0,,10,1
87,9,6,18,0,,10,1
87,9,6,19,0,,10,1
87,9,7,1,1,1,1,0
87,9,7,2,1,1,1,0
87,9,7,3,1,1,1,0
87,9,7,4,1,1,1,0
87,9,7,5,1,2,2,0
87,9,7,6,1,2,2,0
87,9,7,7,0,,10,1
87,9,7,8,0,,10,1
87,9,7,9,0,,10,1
87,9,7,10,0,,10,1
87,9,7,11,0,,10,1
87,9,7,12,0,,10,1
87,9,7,13,0,,10,1
87,9,7,14,0,,10,1
87,9,7,15,0,,10,1
87,9,7,16,0,,10,1
87,9,7,17,0,,10,1
87,9,7,18,0,,10,1
87,9,7,19,0,,10,1
87,9,8,1,1,1,1,0
87,9,8,2,1,1,1,0
87,9,8,3,1,1,1,0
87,9,8,4,0,,10,1
87,9,8,5,0,,10,1
87,9,8,6,0,,10,1
87,9,8,7,0,,10,1
87,9,8,8,0,,10,1
87,9,8,9,0,,10,1
87,9,8,10,0,,10,1
87,9,8,11,0,,10,1
87,9,8,12,0,,10,1
87,9,8,13,0,,10,1
87,9,8,14,0,,10,1
87,9,8,15,0,,10,1
87,9,8,16,0,,10,1
87,9,8,17,0,,10,1
87,9,8,18,0,,10,1
87,9,8,19,0,,10,1
88,0,0,1,1,1,1,0
88,0,0,2,1,1,1,0
88,0,0,3,1,1,1,0
88,0,0,4,1,1,1,0
88,0,0,5,1,2,2,0
88,0,0,6,1,2,2,0
88,0,0,7,1,2,2,0
88,0,0,8,1,2,2,0
88,0,0,9,1,3,3,0
88,0,0,10,1,3,3,0
88,0,0,11,1,3,3,0
88,0,0,12,1,3,3,0
88,0,0,13,1,4,4,0
88,0,0,14,1,4,4,0
88,0,0,15,1,4,4,0
88,0,0,16,1,5,5,0
88,0,0,17,1,5,5,0
88,0,0,18,1,5,5,0
88,0,0,19,0,,10,1
88,0,1,1,1,1,1,0
88,0,1,2,1,1,1,0
88,0,1,3,1,1,1,0
88,0,1,4,1,1,1,0
88,0,1,5,1,1,1,0
88,0,1,6,1,2,2,0
88,0,1,7,1,2,2,0
88,0,1,8,1,2,2,0
88,0,1,9,1,2,2,0
88,0,1,10,1,3,3,0
88,0,1,11,1,3,3,0
88,0,1,12,1,3,3,0
88,0,1,13,1,3,3,0
88,0,1,14,1,4,4,0
88,0,1,15,1,4,4,0
88,0,1,16,1,4,4,0
88,0,1,17,1,5,5,0
88,0,1,18,1,5,5,0
88,0,1,19,0,,10,1
88,0,2,1,1,1,1,0
88,0,2,2,1,1,1,0
88,0,2,3,1,1,1,0
88,0,2,4,1,1,1,0
88,0,2,5,1,2,2,0
88,0,2,6,1,2,2,0
88,0,2,7,1,2,2,0
88,0,2,8,1,2,2,0
88,0,2,9,1,3,3,0
88,0,2,10,1,3,3,0
88,0,2,11,1,3,3,0
88,0,2,12,1,3,3,0
88,0,2,13,1,4,4,0
88,0,2,14,1,4,4,0
88,0,2,15,1,4,4,0
88,0,2,16,1,5,5,0
88,0,2,17,1,5,5,0
88,0,2,18,1,5,5,0
88,0,2,19,0,,10,1
88,0,3,1,1,1,1,0
88,0,3,2,1,1,1,0
88,0,3,3,1,1,1,0
88,0,3,4,1,1,1,0
88,0,3,5,1,1,1,0
88,0,3,6,1,2,2,0
88,0,3,7,1,2,2,0
88,0,3,8,1,3,3,0
88,0,3,9,1,3,3,0
88,0,3,10,1,3,3,0
88,0,3,11,1,3,3,0
88,0,3,12,1,4,4,0
88,0,3,13,1,4,4,0
88,0,3,14,1,4,4,0
88,0,3,15,1,4,4,0
88,0,3,16,1,5,5,0
88,0,3,17,1,5,5,0
88,0,3,18,1,6,6,0
88,0,3,19,0,,10,1
88,0,5,1,1,1,1,0
88,0,5,2,1,1,1,0
88,0,5,3,1,1,1,0
88,0,5,4,1,1,1,0
88,0,5,5,1,1,1,0
88,0,5,6,1,2,2,0
88,0,5,7,1,2,2,0
88,0,5,8,1,2,2,0
88,0,5,9,1,3,3,0
88,0,5,10,1,3,3,0
88,0,5,11,1,4,4,0
88,0,5,12,1,4,4,0
88,0,5,13,1,4,4,0
88,0,5,14,1,4,4,0
88,0,5,15,1,5,5,0
88,0,5,16,1,5,5,0
88,0,5,17,1,5,5,0
88,0,5,18,1,5,5,0
88,0,5,19,0,,10,1
88,0,6,1,1,1,1,0
88,0,6,2,1,1,1,0
88,0,6,3,1,1,1,0
88,0,6,4,1,1,1,0
88,0,6,5,1,1,1,0
88,0,6,6,1,2,2,0
88,0,6,7,1,2,2,0
88,0,6,8,1,3,3,0
88,0,6,9,1,3,3,0
88,0,6,10,1,3,3,0
88,0,6,11,1,3,3,0
88,0,6,12,1,4,4,0
88,0,6,13,1,4,4,0
88,0,6,14,1,4,4,0
88,0,6,15,1,4,4,0
88,0,6,16,1,5,5,0
88,0,6,17,1,5,5,0
88,0,6,18,1,6,6,0
88,0,6,19,0,,10,1
88,0,7,1,1,1,1,0
88,0,7,2,1,1,1,0
88,0,7,3,1,1,1,0
88,0,7,4,1,1,1,0
88,0,7,5,1,2,2,0
88,0,7,6,1,2,2,0
88,0,7,7,1,2,2,0
88,0,7,8,1,2,2,0
88,0,7,9,1,3,3,0
88,0,7,10,1,3,3,0
88,0,7,11,1,3,3,0
88,0,7,12,1,3,3,0
88,0,7,13,1,4,4,0
88,0,7,14,1,4,4,0
88,0,7,15,1,4,4,0
88,0,7,16,1,5,5,0
88,0,7,17,1,6,6,0
88,0,7,18,1,7,7,0
88,0,7,19,0,,10,1
88,0,8,1,1,1,1,0
88,0,8,2,1,1,1,0
88,0,8,3,1,1,1,0
88,0,8,4,1,1,1,0
88,0,8,5,1,1,1,0
88,0,8,6,1,2,2,0
88,0,8,7,1,2,2,0
88,0,8,8,1,2,2,0
88,0,8,9,1,2,2,0
88,0,8,10,1,3,3,0
88,0,8,11,1,3,3,0
88,0,8,12,1,3,3,0
88,0,8,13,1,3,3,0
88,0,8,14,1,4,4,0
88,0,8,15,1,5,5,0
88,0,8,16,1,6,6,0
88,0,8,17,1,7,7,0
88,0,8,18,1,8,8,0
88,0,8,19,0,,10,1
88,0,9,1,1,1,1,0
88,0,9,2,1,1,1,0
88,0,9,3,1,1,1,0
88,0,9,4,1,1,1,0
88,0,9,5,1,2,2,0
88,0,9,6,1,2,2,0
88,0,9,7,1,2,2,0
88,0,9,8,1,2,2,0
88,0,9,9,1,3,3,0
88,0,9,10,1,3,3,0
88,0,9,11,1,3,3,0
88,0,9,12,1,3,3,0
88,0,9,13,1,4,4,0
88,0,9,14,1,4,4,0
88,0,9,15,1,4,4,0
88,0,9,16,1,5,5,0
88,0,9,17,1,6,6,0
88,0,9,18,1,7,7,0
88,0,9,19,0,,10,1
88,1,0,1,1,1,1,0
88,1,0,2,1,1,1,0
88,1,0,3,1,1,1,0
88,1,0,4,1,1,1,0
88,1,0,5,1,1,1,0
88,1,0,6,1,2,2,0
88,1,0,7,1,2,2,0
88,1,0,8,1,2,2,0
88,1,0,9,1,2,2,0
88,1,0,10,1,3,3,0
88,1,0,11,1,3,3,0
88,1,0,12,1,3,3,0
88,1,0,13,1,3,3,0
88,1,0,14,1,4,4,0
88,1,0,15,1,4,4,0
88,1,0,16,1,4,4,0
88,1,0,17,1,4,4,0
88,1,0,18,1,5,5,0
88,1,0,19,0,,10,1
88,1,1,1,1,1,1,0
88,1,1,2,1,1,1,0
88,1,1,3,1,1,1,0
88,1,1,4,1,1,1,0
88,1,1,5,1,1,1,0
88,1,1,6,1,1,1,0
88,1,1,7,1,2,2,0
88,1,1,8,1,2,2,0
88,1,1,9,1,2,2,0
88,1,1,10,1,2,2,0
88,1,1,11,1,3,3,0
88,1,1,12,1,3,3,0
88,1,1,13,1,3,3,0
88,1,1,14,1,3,3,0
88,1,1,15,1,4,4,0
88,1,1,16,1,4,4,0
88,1,1,17,1,4,4,0
88,1,1,18,1,4,4,0
88,1,1,19,0,,10,1
88,1,2,1,1,1,1,0
88,1,2,2,1,1,1,0
88,1,2,3,1,1,1,0
88,1,2,4,1,1,1,0
88,1,2,5,1,1,1,0
88,1,2,6,1,2,2,0
88,1,2,7,1,2,2,0
88,1,2,8,1,2,2,0
88,1,2,9,1,2,2,0
88,1,2,10,1,3,3,0
88,1,2,11,1,3,3,0
88,1,2,12,1,3,3,0
88,1,2,13,1,3,3,0
88,1,2,14,1,4,4,0
88,1,2,15,1,4,4,0
88,1,2,16,1,4,4,0
88,1,2,17,1,4,4,0
88,1,2,18,1,5,5,0
88,1,2,19,0,,10,1
88,1,3,1,1,1,1,0
88,1,3,2,1,1,1,0
88,1,3,3,1,1,1,0
88,1,3,4,1,1,1,0
88,1,3,5,1,1,1,0
88,1,3,6,1,1,1,0
88,1,3,7,1,2,2,0
88,1,3,8,1,2,2,0
88,1,3,9,1,3,3,0
88,1,3,10,1,3,3,0
88,1,3,11,1,3,3,0
88,1,3,12,1,3,3,0
88,1,3,13,1,4,4,0
88,1,3,14,1,4,4,0
88,1,3,15,1,4,4,0
88,1,3,16,1,4,4,0
88,1,3,17,1,5,5,0
88,1,3,18,1,5,5,0
88,1,3,19,0,,10,1
88,1,4,1,1,1,1,0
88,1,4,2,1,1,1,0
88,1,4,3,1,1,1,0
88,1,4,4,1,1,1,0
88,1,4,5,1,1,1,0
88,1,4,6,1,1,1,0
88,1,4,7,1,2,2,0
88,1,4,8,1,2,2,0
88,1,4,9,1,2,2,0
88,1,4,10,1,3,3,0
88,1,4,11,1,3,3,0
88,1,4,12,1,3,3,0
88,1,4,13,1,4,4,0
88,1,4,14,1,4,4,0
88,1,4,15,1,5,5,0
88,1,4,16,1,6,6,0
88,1,4,17,1,6,6,0
88,1,4,18,1,6,6,0
88,1,4,19,0,,10,1
88,1,5,1,1,1,1,0
88,1,5,2,1,1,1,0
88,1,5,3,1,1,1,0
88,1,5,4,1,1,1,0
88,1,5,5,1,2,2,0
88,1,5,6,1,2,2,0
88,1,5,7,1,2,2,0
88,1,5,8,1,2,2,0
88,1,5,9,1,2,2,0
88,1,5,10,1,3,3,0
88,1,5,11,1,3,3,0
88,1,5,12,1,4,4,0
88,1,5,13,1,4,4,0
88,1,5,14,1,5,5,0
88,1,5,15,1,5,5,0
88,1,5,16,1,5,5,0
88,1,5,17,1,5,5,0
88,1,5,18,1,6,6,0
88,1,5,19,0,,10,1
88,1,6,1,1,1,1,0
88,1,6,2,1,1,1,0
88,1,6,3,1,1,1,0
88,1,6,4,1,1,1,0
88,1,6,5,1,2,2,0
88,1,6,6,1,2,2,0
88,1,6,7,1,2,2,0
88,1,6,8,1,2,2,0
88,1,6,9,1,3,3,0
88,1,6,10,1,3,3,0
88,1,6,11,1,4,4,0
88,1,6,12,1,4,4,0
88,1,6,13,1,4,4,0
88,1,6,14,1,4,4,0
88,1,6,15,1,5,5,0
88,1,6,16,1,5,5,0
88,1,6,17,1,5,5,0
88,1,6,18,1,6,6,0
88,1,6,19,0,,10,1
88,1,7,1,1,1,1,0
88,1,7,2,1,1,1,0
88,1,7,3,1,1,1,0
88,1,7,4,1,1,1,0
88,1,7,5,1,1,1,0
88,1,7,6,1,2,2,0
88,1,7,7,1,2,2,0
88,1,7,8,1,2,2,0
88,1,7,9,1,2,2,0
88,1,7,10,1,3,3,0
88,1,7,11,1,3,3,0
88,1,7,12,1,3,3,0
88,1,7,13,1,3,3,0
88,1,7,14,1,4,4,0
88,1,7,15,1,4,4,0
88,1,7,16,1,5,5,0
88,1,7,17,1,6,6,0
88,1,7,18,1,7,7,0
88,1,7,19,0,,10,1
88,1,8,1,1,1,1,0
88,1,8,2,1,1,1,0
88,1,8,3,1,1,1,0
88,1,8,4,1,1,1,0
88,1,8,5,1,1,1,0
88,1,8,6,1,1,1,0
88,1,8,7,1,2,2,0
88,1,8,8,1,2,2,0
88,1,8,9,1,2,2,0
88,1,8,10,1,2,2,0
88,1,8,11,1,3,3,0
88,1,8,12,1,3,3,0
88,1,8,13,1,3,3,0
88,1,8,14,1,4,4,0
88,1,8,15,1,5,5,0
88,1,8,16,1,6,6,0
88,1,8,17,1,7,7,0
88,1,8,18,1,8,8,0
88,1,8,19,0,,10,1
88,2,0,1,1,1,1,0
88,2,0,2,1,1,1,0
88,2,0,3,1,1,1,0
88,2,0,4,1,1,1,0
88,2,0,5,1,1,1,0
88,2,0,6,1,2,2,0
88,2,0,7,1,2,2,0
88,2,0,8,1,2,2,0
88,2,0,9,1,2,2,0
88,2,0,10,1,2,2,0
88,2,0,11,1,3,3,0
88,2,0,12,1,3,3,0
88,2,0,13,1,3,3,0
88,2,0,14,1,3,3,0
88,2,0,15,1,4,4,0
88,2,0,16,1,4,4,0
88,2,0,17,1,4,4,0
88,2,0,18,1,5,5,0
88,2,0,19,0,,10,1
88,2,1,1,1,1,1,0
88,2,1,2,1,1,1,0
88,2,1,3,1,1,1,0
88,2,1,4,1,1,1,0
88,2,1,5,1,1,1,0
88,2,1,6,1,1,1,0
88,2,1,7,1,2,2,0
88,2,1,8,1,2,2,0
88,2,1,9,1,2,2,0
88,2,1,10,1,2,2,0
88,2,1,11,1,2,2,0
88,2,1,12,1,3,3,0
88,2,1,13,1,3,3,0
88,2,1,14,1,3,3,0
88,2,1,15,1,3,3,0
88,2,1,16,1,4,4,0
88,2,1,17,1,4,4,0
88,2,1,18,1,5,5,0
88,2,1,19,0,,10,1
88,2,2,1,1,1,1,0
88,2,2,2,1,1,1,0
88,2,2,3,1,1,1,0
88,2,2,4,1,1,1,0
88,2,2,5,1,1,1,0
88,2,2,6,1,1,1,0
88,2,2,7,1,2,2,0
88,2,2,8,1,2,2,0
88,2,2,9,1,2,2,0
88,2,2,10,1,2,2,0
88,2,2,11,1,2,2,0
88,2,2,12,1,2,2,0
88,2,2,13,1,3,3,0
88,2,2,14,1,3,3,0
88,2,2,15,1,3,3,0
88,2,2,16,1,3,3,0
88,2,2,17,1,4,4,0
88,2,2,18,1,4,4,0
88,2,2,19,0,,10,1
88,2,4,1,1,1,1,0
88,2,4,2,1,1,1,0
88,2,4,3,1,1,1,0
88,2,4,4,1,1,1,0
88,2,4,5,1,1,1,0
88,2,4,6,1,1,1,0
88,2,4,7,1,2,2,0
88,2,4,8,1,2,2,0
88,2,4,9,1,2,2,0
88,2,4,10,1,2,2,0
88,2,4,11,1,2,2,0
88,2,4,12,1,2,2,0
88,2,4,13,1,3,3,0
88,2,4,14,1,3,3,0
88,2,4,15,1,3,3,0
88,2,4,16,1,4,4,0
88,2,4,17,1,4,4,0
88,2,4,18,1,5,5,0
88,2,4,19,0,,10,1
88,2,8,1,1,1,1,0
88,2,8,2,1,1,1,0
88,2,8,3,1,1,1,0
88,2,8,4,1,1,1,0
88,2,8,5,1,1,1,0
88,2,8,6,1,1,1,0
88,2,8,7,1,2,2,0
88,2,8,8,1,2,2,0
88,2,8,9,1,2,2,0
88,2,8,10,1,2,2,0
88,2,8,11,1,2,2,0
88,2,8,12,1,3,3,0
88,2,8,13,1,3,3,0
88,2,8,14,1,4,4,0
88,2,8,15,1,5,5,0
88,2,8,16,1,6,6,0
88,2,8,17,1,7,7,0
88,2,8,18,1,8,8,0
88,2,8,19,0,,10,1
88,2,9,1,1,1,1,0
88,2,9,2,1,1,1,0
88,2,9,3,1,1,1,0
88,2,9,4,1,1,1,0
88,2,9,5,1,1,1,0
88,2,9,6,1,2,2,0
88,2,9,7,1,2,2,0
88,2,9,8,1,2,2,0
88,2,9,9,1,2,2,0
88,2,9,10,1,2,2,0
88,2,9,11,1,3,3,0
88,2,9,12,1,3,3,0
88,2,9,13,1,3,3,0
88,2,9,14,1,3,3,0
88,2,9,15,1,4,4,0
88,2,9,16,1,5,5,0
88,2,9,17,1,6,6,0
88,2,9,18,1,7,7,0
88,2,9,19,0,,10,1
88,3,0,1,1,1,1,0
88,3,0,2,1,1,1,0
88,3,0,3,1,1,1,0
88,3,0,4,1,1,1,0
88,3,0,5,1,1,1,0
88,3,0,6,1,2,2,0
88,3,0,7,1,2,2,0
88,3,0,8,1,2,2,0
88,3,0,9,1,2,2,0
88,3,0,10,1,2,2,0
88,3,0,11,1,3,3,0
88,3,0,12,1,3,3,0
88,3,0,13,1,3,3,0
88,3,0,14,1,3,3,0
88,3,0,15,1,3,3,0
88,3,0,16,1,4,4,0
88,3,0,17,1,5,5,0
88,3,0,18,1,5,5,0
88,3,0,19,0,,10,1
88,3,1,1,1,1,1,0
88,3,1,2,1,1,1,0
88,3,1,3,1,1,1,0
88,3,1,4,1,1,1,0
88,3,1,5,1,1,1,0
88,3,1,6,1,1,1,0
88,3,1,7,1,2,2,0
88,3,1,8,1,2,2,0
88,3,1,9,1,2,2,0
88,3,1,10,1,2,2,0
88,3,1,11,1,2,2,0
88,3,1,12,1,3,3,0
88,3,1,13,1,3,3,0
88,3,1,14,1,3,3,0
88,3,1,15,1,3,3,0
88,3,1,16,1,4,4,0
88,3,1,17,1,4,4,0
88,3,1,18,1,4,4,0
88,3,1,19,0,,10,1
88,3,2,1,1,1,1,0
88,3,2,2,1,1,1,0
88,3,2,3,1,1,1,0
88,3,2,4,1,1,1,0
88,3,2,5,1,1,1,0
88,3,2,6,1,1,1,0
88,3,2,7,1,2,2,0
88,3,2,8,1,2,2,0
88,3,2,9,1,2,2,0
88,3,2,10,1,2,2,0
88,3,2,11,1,2,2,0
88,3,2,12,1,2,2,0
88,3,2,13,1,3,3,0
88,3,2,14,1,3,3,0
88,3,2,15,1,3,3,0
88,3,2,16,1,3,3,0
88,3,2,17,1,3,3,0
88,3,2,18,1,4,4,0
88,3,2,19,0,,10,1
88,3,3,1,1,1,1,0
88,3,3,2,1,1,1,0
88,3,3,3,1,1,1,0
88,3,3,4,1,1,1,0
88,3,3,5,1,1,1,0
88,3,3,6,1,1,1,0
88,3,3,7,1,2,2,0
88,3,3,8,1,2,2,0
88,3,3,9,1,2,2,0
88,3,3,10,1,2,2,0
88,3,3,11,1,2,2,0
88,3,3,12,1,2,2,0
88,3,3,13,1,3,3,0
88,3,3,14,1,3,3,0
88,3,3,15,1,3,3,0
88,3,3,16,1,3,3,0
88,3,3,17,1,3,3,0
88,3,3,18,1,4,4,0
88,3,3,19,0,,10,1
88,3,4,1,1,1,1,0
88,3,4,2,1,1,1,0
88,3,4,3,1,1,1,0
88,3,4,4,1,1,1,0
88,3,4,5,1,1,1,0
88,3,4,6,1,1,1,0
88,3,4,7,1,2,2,0
88,3,4,8,1,2,2,0
88,3,4,9,1,2,2,0
88,3,4,10,1,2,2,0
88,3,4,11,1,2,2,0
88,3,4,12,1,2,2,0
88,3,4,13,1,3,3,0
88,3,4,14,1,3,3,0
88,3,4,15,1,3,3,0
88,3,4,16,1,4,4,0
88,3,4,17,1,4,4,0
88,3,4,18,1,5,5,0
88,3,4,19,0,,10,1
88,3,5,1,1,1,1,0
88,3,5,2,1,1,1,0
88,3,5,3,1,1,1,0
88,3,5,4,1,1,1,0
88,3,5,5,1,1,1,0
88,3,5,6,1,1,1,0
88,3,5,7,1,2,2,0
88,3,5,8,1,2,2,0
88,3,5,9,1,2,2,0
88,3,5,10,1,2,2,0
88,3,5,11,1,2,2,0
88,3,5,12,1,2,2,0
88,3,5,13,1,3,3,0
88,3,5,14,1,3,3,0
88,3,5,15,1,3,3,0
88,3,5,16,1,3,3,0
88,3,5,17,1,3,3,0
88,3,5,18,1,4,4,0
88,3,5,19,0,,10,1
88,3,7,1,1,1,1,0
88,3,7,2,1,1,1,0
88,3,7,3,1,1,1,0
88,3,7,4,1,1,1,0
88,3,7,5,1,1,1,0
88,3,7,6,1,2,2,0
88,3,7,7,1,2,2,0
88,3,7,8,1,2,2,0
88,3,7,9,1,2,2,0
88,3,7,10,1,2,2,0
88,3,7,11,1,3,3,0
88,3,7,12,1,3,3,0
88,3,7,13,1,3,3,0
88,3,7,14,1,3,3,0
88,3,7,15,1,4,4,0
88,3,7,16,1,5,5,0
88,3,7,17,1,6,6,0
88,3,7,18,1,7,7,0
88,3,7,19,0,,10,1
88,3,8,1,1,1,1,0
88,3,8,2,1,1,1,0
88,3,8,3,1,1,1,0
88,3,8,4,1,1,1,0
88,3,8,5,1,1,1,0
88,3,8,6,1,1,1,0
88,3,8,7,1,2,2,0
88,3,8,8,1,2,2,0
88,3,8,9,1,2,2,0
88,3,8,10,1,2,2,0
88,3,8,11,1,2,2,0
88,3,8,12,1,3,3,0
88,3,8,13,1,3,3,0
88,3,8,14,1,4,4,0
88,3,8,15,1,5,5,0
88,3,8,16,1,6,6,0
88,3,8,17,1,7,7,0
88,3,8,18,0,,10,1
88,3,8,19,0,,10,1
88,3,9,1,1,1,1,0
88,3,9,2,1,1,1,0
88,3,9,3,1,1,1,0
88,3,9,4,1,1,1,0
88,3,9,5,1,1,1,0
88,3,9,6,1,2,2,0
88,3,9,7,1,2,2,0
88,3,9,8,1,2,2,0
88,3,9,9,1,2,2,0
88,3,9,10,1,2,2,0
88,3,9,11,1,3,3,0
88,3,9,12,1,3,3,0
88,3,9,13,1,3,3,0
88,3,9,14,1,3,3,0
88,3,9,15,1,4,4,0
88,3,9,16,1,5,5,0
88,3,9,17,1,6,6,0
88,3,9,18,1,7,7,0
88,3,9,19,0,,10,1
88,4,0,1,1,1,1,0
88,4,0,2,1,1,1,0
88,4,0,3,1,1,1,0
88,4,0,4,1,1,1,0
88,4,0,5,1,1,1,0
88,4,0,6,1,2,2,0
88,4,0,7,1,2,2,0
88,4,0,8,1,2,2,0
88,4,0,9,1,2,2,0
88,4,0,10,1,2,2,0
88,4,0,11,1,3,3,0
88,4,0,12,1,3,3,0
88,4,0,13,1,3,3,0
88,4,0,14,1,3,3,0
88,4,0,15,1,4,4,0
88,4,0,16,1,4,4,0
88,4,0,17,1,4,4,0
88,4,0,18,1,5,5,0
88,4,0,19,0,,10,1
88,4,1,1,1,1,1,0
88,4,1,2,1,1,1,0
88,4,1,3,1,1,1,0
88,4,1,4,1,1,1,0
88,4,1,5,1,1,1,0
88,4,1,6,1,1,1,0
88,4,1,7,1,2,2,0
88,4,1,8,1,2,2,0
88,4,1,9,1,2,2,0
88,4,1,10,1,2,2,0
88,4,1,11,1,2,2,0
88,4,1,12,1,3,3,0
88,4,1,13,1,3,3,0
88,4,1,14,1,3,3,0
88,4,1,15,1,3,3,0
88,4,1,16,1,4,4,0
88,4,1,17,1,4,4,0
88,4,1,18,1,5,5,0
88,4,1,19,0,,10,1
88,4,2,1,1,1,1,0
88,4,2,2,1,1,1,0
88,4,2,3,1,1,1,0
88,4,2,4,1,1,1,0
88,4,2,5,1,1,1,0
88,4,2,6,1,1,1,0
88,4,2,7,1,2,2,0
88,4,2,8,1,2,2,0
88,4,2,9,1,2,2,0
88,4,2,10,1,2,2,0
88,4,2,11,1,2,2,0
88,4,2,12,1,2,2,0
88,4,2,13,1,3,3,0
88,4,2,14,1,3,3,0
88,4,2,15,1,3,3,0
88,4,2,16,1,3,3,0
88,4,2,17,1,3,3,0
88,4,2,18,1,4,4,0
88,4,2,19,0,,10,1
88,4,3,1,1,1,1,0
88,4,3,2,1,1,1,0
88,4,3,3,1,1,1,0
88,4,3,4,1,1,1,0
88,4,3,5,1,1,1,0
88,4,3,6,1,1,1,0
88,4,3,7,1,2,2,0
88,4,3,8,1,2,2,0
88,4,3,9,1,2,2,0
88,4,3,10,1,2,2,0
88,4,3,11,1,2,2,0
88,4,3,12,1,2,2,0
88,4,3,13,1,3,3,0
