model,threshold,total_starts,actual_update_min,actual_update_q1,actual_update_median,actual_update_mean,actual_update_q3,actual_update_max,actual_update_stddev,interval_trigger_count,fallback_count,interval_trigger_fraction,fallback_fraction
22,9,69,2,2.0,2.0,2.6956521739130435,3.0,10,1.6268075594669311,66,3,0.9565217391304348,0.043478260869565216
22,10,69,2,2.0,3.0,3.1449275362318843,3.0,10,1.994742090908435,64,5,0.927536231884058,0.07246376811594203
22,11,69,2,3.0,3.0,3.4782608695652173,3.0,10,1.9232271765256388,64,5,0.927536231884058,0.07246376811594203
22,12,69,2,3.0,3.0,3.710144927536232,4.0,10,1.858013972236214,64,5,0.927536231884058,0.07246376811594203
22,13,69,3,3.0,4.0,4.463768115942029,4.0,10,2.2105131553550863,60,9,0.8695652173913043,0.13043478260869565
22,14,69,3,4.0,4.0,4.913043478260869,5.0,10,2.0833301827323374,60,9,0.8695652173913043,0.13043478260869565
22,15,69,3,4.0,5.0,5.449275362318841,6.0,10,2.0468160632160775,59,10,0.855072463768116,0.14492753623188406
22,16,69,3,5.0,6.0,6.188405797101449,7.0,10,2.0590933865318366,56,13,0.8115942028985508,0.18840579710144928
22,17,69,3,6.0,6.0,6.869565217391305,8.0,10,1.9330312868372357,54,15,0.782608695652174,0.21739130434782608
22,18,69,4,6.0,7.0,7.594202898550725,10.0,10,1.8043332750708307,50,19,0.7246376811594203,0.2753623188405797
22,19,69,10,10.0,10.0,10.0,10.0,10,0.0,0,69,0.0,1.0
23,1,73,1,1.0,1.0,1.0,1.0,1,0.0,73,0,1.0,0.0
23,2,73,1,1.0,1.0,1.0,1.0,1,0.0,73,0,1.0,0.0
23,3,73,1,1.0,1.0,1.0,1.0,1,0.0,73,0,1.0,0.0
23,4,73,1,1.0,1.0,1.273972602739726,1.0,10,1.4736059023408443,71,2,0.9726027397260274,0.0273972602739726
23,5,73,1,1.0,1.0,1.4794520547945205,2.0,10,1.4906979981451172,71,2,0.9726027397260274,0.0273972602739726
23,6,73,1,1.0,2.0,1.7534246575342465,2.0,10,1.469142158771464,71,2,0.9726027397260274,0.0273972602739726
23,7,73,2,2.0,2.0,2.4657534246575343,2.0,10,1.82135123541898,69,4,0.9452054794520548,0.0547945205479452
23,8,73,2,2.0,2.0,2.5616438356164384,2.0,10,1.8206298877628657,69,4,0.9452054794520548,0.0547945205479452
23,9,73,2,2.0,2.0,2.684931506849315,3.0,10,1.8122619811879774,69,4,0.9452054794520548,0.0547945205479452
23,10,73,2,2.0,2.0,3.095890410958904,3.0,10,2.140057505063017,67,6,0.9178082191780822,0.0821917808219178
23,11,73,2,2.0,3.0,3.3835616438356166,3.0,10,2.084713685451704,67,6,0.9178082191780822,0.0821917808219178
23,12,73,2,3.0,3.0,3.6164383561643834,4.0,10,2.017934227761128,67,6,0.9178082191780822,0.0821917808219178
23,13,73,3,3.0,3.0,4.260273972602739,4.0,10,2.214691897061895,64,9,0.8767123287671232,0.1232876712328767
23,14,73,3,3.0,4.0,4.561643835616438,5.0,10,2.170703448697686,64,9,0.8767123287671232,0.1232876712328767
23,15,73,3,3.0,4.0,5.0,5.0,10,2.1896393648144903,63,10,0.863013698630137,0.136986301369863
23,16,73,3,4.0,5.0,5.63013698630137,6.0,10,2.3261871284523132,59,14,0.8082191780821918,0.1917808219178082
23,17,73,3,4.0,5.0,6.123287671232877,7.0,10,2.1830304780122045,59,14,0.8082191780821918,0.1917808219178082
23,18,73,4,5.0,6.0,6.808219178082192,9.0,10,2.051778608624791,56,17,0.7671232876712328,0.2328767123287671
23,19,73,10,10.0,10.0,10.0,10.0,10,0.0,0,73,0.0,1.0
24,1,79,1,1.0,1.0,1.0,1.0,1,0.0,79,0,1.0,0.0
24,2,79,1,1.0,1.0,1.0,1.0,1,0.0,79,0,1.0,0.0
24,3,79,1,1.0,1.0,1.0,1.0,1,0.0,79,0,1.0,0.0
24,4,79,1,1.0,1.0,1.2531645569620253,1.0,10,1.4183994762360952,77,2,0.9746835443037974,0.02531645569620253
24,5,79,1,1.0,1.0,1.4303797468354431,1.0,10,1.4380326249692268,77,2,0.9746835443037974,0.02531645569620253
24,6,79,1,1.0,2.0,1.7341772151898733,2.0,10,1.420544206285921,77,2,0.9746835443037974,0.02531645569620253
24,7,79,2,2.0,2.0,2.518987341772152,2.0,10,1.947804733108733,74,5,0.9367088607594937,0.06329113924050633
24,8,79,2,2.0,2.0,2.6202531645569622,2.0,10,1.9441818263429969,74,5,0.9367088607594937,0.06329113924050633
24,9,79,2,2.0,2.0,2.759493670886076,3.0,10,1.930535374511025,74,5,0.9367088607594937,0.06329113924050633
24,10,79,2,2.0,2.0,3.2025316455696204,3.0,10,2.3350913940612283,71,8,0.8987341772151899,0.10126582278481013
24,11,79,2,2.0,3.0,3.430379746835443,3.0,10,2.281924261846786,71,8,0.8987341772151899,0.10126582278481013
24,12,79,2,3.0,3.0,3.7341772151898733,4.0,10,2.185735462698671,71,8,0.8987341772151899,0.10126582278481013
24,13,79,3,3.0,3.0,4.2405063291139244,4.0,10,2.245756560369123,69,10,0.8734177215189873,0.12658227848101267
24,14,79,3,3.0,4.0,4.443037974683544,4.0,10,2.2147196607636626,69,10,0.8734177215189873,0.12658227848101267
24,15,79,3,3.0,4.0,4.7594936708860756,5.0,10,2.1418978327430347,69,10,0.8734177215189873,0.12658227848101267
24,16,79,3,4.0,5.0,5.30379746835443,5.0,10,2.118958607248876,67,12,0.8481012658227848,0.1518987341772152
24,17,79,3,4.0,5.0,5.670886075949367,6.0,10,2.010866171373224,67,12,0.8481012658227848,0.1518987341772152
24,18,79,4,5.0,6.0,6.2784810126582276,7.0,10,1.908917838182309,65,14,0.8227848101265823,0.17721518987341772
24,19,79,10,10.0,10.0,10.0,10.0,10,0.0,0,79,0.0,1.0
25,1,72,1,1.0,1.0,1.0,1.0,1,0.0,72,0,1.0,0.0
25,2,72,1,1.0,1.0,1.0,1.0,1,0.0,72,0,1.0,0.0
25,3,72,1,1.0,1.0,1.0,1.0,1,0.0,72,0,1.0,0.0
25,4,72,1,1.0,1.0,1.25,1.0,10,1.479019945774904,70,2,0.9722222222222222,0.027777777777777776
25,5,72,1,1.0,1.0,1.3472222222222223,1.0,10,1.4921993669135785,70,2,0.9722222222222222,0.027777777777777776
25,6,72,1,1.0,1.0,1.6944444444444444,2.0,10,1.4873437255808393,70,2,0.9722222222222222,0.027777777777777776
25,7,72,2,2.0,2.0,2.4444444444444446,2.0,10,1.8324913891634047,68,4,0.9444444444444444,0.05555555555555555
25,8,72,2,2.0,2.0,2.486111111111111,2.0,10,1.833280723150861,68,4,0.9444444444444444,0.05555555555555555
25,9,72,2,2.0,2.0,2.611111111111111,2.0,10,1.8299632324445116,68,4,0.9444444444444444,0.05555555555555555
25,10,72,2,2.0,2.0,2.9305555555555554,3.0,10,2.1751525418340005,66,6,0.9166666666666666,0.08333333333333333
25,11,72,2,2.0,3.0,3.25,3.0,10,2.119682890329484,66,6,0.9166666666666666,0.08333333333333333
25,12,72,2,3.0,3.0,3.5277777777777777,3.0,10,2.0410524397301497,66,6,0.9166666666666666,0.08333333333333333
25,13,72,3,3.0,3.0,4.055555555555555,4.0,10,2.14663100959574,64,8,0.8888888888888888,0.1111111111111111
25,14,72,3,3.0,3.0,4.263888888888889,4.0,10,2.1343295561653517,64,8,0.8888888888888888,0.1111111111111111
25,15,72,3,3.0,4.0,4.625,5.0,10,2.057759704144291,64,8,0.8888888888888888,0.1111111111111111
25,16,72,3,4.0,4.0,5.097222222222222,5.0,10,2.1223658328372754,62,10,0.8611111111111112,0.1388888888888889
25,17,72,3,4.0,5.0,5.430555555555555,6.0,10,2.0603828452828377,62,10,0.8611111111111112,0.1388888888888889
25,18,72,4,5.0,5.0,6.097222222222222,7.0,10,1.9801776170489678,60,12,0.8333333333333334,0.16666666666666666
25,19,72,10,10.0,10.0,10.0,10.0,10,0.0,0,72,0.0,1.0
26,1,61,1,1.0,1.0,1.0,1.0,1,0.0,61,0,1.0,0.0
26,2,61,1,1.0,1.0,1.0,1.0,1,0.0,61,0,1.0,0.0
26,3,61,1,1.0,1.0,1.0,1.0,1,0.0,61,0,1.0,0.0
26,4,61,1,1.0,1.0,1.2950819672131149,1.0,10,1.6027053183738025,59,2,0.9672131147540983,0.03278688524590164
26,5,61,1,1.0,1.0,1.4426229508196722,1.0,10,1.6147332943654429,59,2,0.9672131147540983,0.03278688524590164
26,6,61,1,1.0,1.0,1.7540983606557377,2.0,10,1.5956471291664036,59,2,0.9672131147540983,0.03278688524590164
26,7,61,2,2.0,2.0,2.3934426229508197,2.0,10,1.7299548797734974,58,3,0.9508196721311475,0.04918032786885246
26,8,61,2,2.0,2.0,2.4098360655737703,2.0,10,1.7308867165659687,58,3,0.9508196721311475,0.04918032786885246
26,9,61,2,2.0,2.0,2.5245901639344264,2.0,10,1.7330590539544275,58,3,0.9508196721311475,0.04918032786885246
26,10,61,2,2.0,2.0,2.819672131147541,3.0,10,1.9544669033034487,57,4,0.9344262295081968,0.06557377049180328
26,11,61,2,2.0,3.0,3.1475409836065573,3.0,10,1.8890197438308154,57,4,0.9344262295081968,0.06557377049180328
26,12,61,2,3.0,3.0,3.5081967213114753,3.0,10,1.7706435879078224,57,4,0.9344262295081968,0.06557377049180328
26,13,61,3,3.0,3.0,3.9836065573770494,4.0,10,2.036485266002562,55,6,0.9016393442622951,0.09836065573770492
26,14,61,3,3.0,4.0,4.245901639344262,4.0,10,2.0053676961800693,55,6,0.9016393442622951,0.09836065573770492
26,15,61,3,4.0,4.0,4.622950819672131,5.0,10,1.934704064515663,55,6,0.9016393442622951,0.09836065573770492
26,16,61,3,4.0,5.0,5.295081967213115,5.0,10,2.0593191799924204,52,9,0.8524590163934426,0.14754098360655737
26,17,61,4,5.0,5.0,5.754098360655738,6.0,10,1.896119745344644,52,9,0.8524590163934426,0.14754098360655737
26,18,61,4,5.0,6.0,6.459016393442623,7.0,10,1.779424943873384,50,11,0.819672131147541,0.18032786885245902
26,19,61,10,10.0,10.0,10.0,10.0,10,0.0,0,61,0.0,1.0
27,1,78,1,1.0,1.0,1.0,1.0,1,0.0,78,0,1.0,0.0
27,2,78,1,1.0,1.0,1.0,1.0,1,0.0,78,0,1.0,0.0
27,3,78,1,1.0,1.0,1.0,1.0,1,0.0,78,0,1.0,0.0
27,4,78,1,1.0,1.0,1.1282051282051282,1.0,10,1.0172735602501217,77,1,0.9871794871794872,0.01282051282051282
27,5,78,1,1.0,1.0,1.294871794871795,1.0,10,1.0634845285841275,77,1,0.9871794871794872,0.01282051282051282
27,6,78,1,1.0,2.0,1.6538461538461537,2.0,10,1.072104604982027,77,1,0.9871794871794872,0.01282051282051282
27,7,78,2,2.0,2.0,2.3205128205128207,2.0,10,1.5400099045934381,75,3,0.9615384615384616,0.038461538461538464
27,8,78,2,2.0,2.0,2.3974358974358974,2.0,10,1.5470380598780928,75,3,0.9615384615384616,0.038461538461538464
27,9,78,2,2.0,2.0,2.5384615384615383,3.0,10,1.5499570522776833,75,3,0.9615384615384616,0.038461538461538464
27,10,78,2,2.0,2.5,3.0641025641025643,3.0,10,2.071415616467944,72,6,0.9230769230769231,0.07692307692307693
27,11,78,2,2.0,3.0,3.3333333333333335,3.0,10,2.023367760447194,72,6,0.9230769230769231,0.07692307692307693
27,12,78,2,3.0,3.0,3.5128205128205128,3.75,10,1.9725266222478874,72,6,0.9230769230769231,0.07692307692307693
27,13,78,3,3.0,3.0,4.17948717948718,4.0,10,2.1705699933403393,69,9,0.8846153846153846,0.11538461538461539
27,14,78,3,3.0,4.0,4.4743589743589745,5.0,10,2.116627451530691,69,9,0.8846153846153846,0.11538461538461539
27,15,78,3,4.0,4.0,4.769230769230769,5.0,10,2.0501599495016074,69,9,0.8846153846153846,0.11538461538461539
27,16,78,3,4.0,5.0,5.282051282051282,5.75,10,2.2008007627611708,66,12,0.8461538461538461,0.15384615384615385
27,17,78,3,4.0,5.0,5.82051282051282,6.0,10,2.1227920036737644,65,13,0.8333333333333334,0.16666666666666666
27,18,78,4,5.0,6.0,6.5,7.0,10,1.9790570145063195,63,15,0.8076923076923077,0.19230769230769232
27,19,78,10,10.0,10.0,10.0,10.0,10,0.0,0,78,0.0,1.0
28,1,68,1,1.0,1.0,1.0,1.0,1,0.0,68,0,1.0,0.0
28,2,68,1,1.0,1.0,1.0,1.0,1,0.0,68,0,1.0,0.0
28,3,68,1,1.0,1.0,1.0,1.0,1,0.0,68,0,1.0,0.0
28,4,68,1,1.0,1.0,1.2647058823529411,1.0,10,1.5206195240835958,66,2,0.9705882352941176,0.029411764705882353
28,5,68,1,1.0,1.0,1.3823529411764706,1.0,10,1.5342119242052912,66,2,0.9705882352941176,0.029411764705882353
28,6,68,1,1.0,1.0,1.6176470588235294,2.0,10,1.5342119242052914,66,2,0.9705882352941176,0.029411764705882353
28,7,68,2,2.0,2.0,2.4705882352941178,2.0,10,1.8823529411764706,64,4,0.9411764705882353,0.058823529411764705
28,8,68,2,2.0,2.0,2.485294117647059,2.0,10,1.8825252678471662,64,4,0.9411764705882353,0.058823529411764705
28,9,68,2,2.0,2.0,2.573529411764706,2.0,10,1.8811462124631246,64,4,0.9411764705882353,0.058823529411764705
28,10,68,2,2.0,2.0,2.8088235294117645,3.0,10,2.0669482544333784,63,5,0.9264705882352942,0.07352941176470588
28,11,68,2,2.0,3.0,3.1029411764705883,3.0,10,2.0156717307020897,63,5,0.9264705882352942,0.07352941176470588
28,12,68,2,3.0,3.0,3.338235294117647,3.0,10,1.9449050643521295,63,5,0.9264705882352942,0.07352941176470588
28,13,68,3,3.0,3.0,3.911764705882353,4.0,10,2.0985659958062612,61,7,0.8970588235294118,0.10294117647058823
28,14,68,3,3.0,3.0,4.117647058823529,4.0,10,2.0830507305442088,61,7,0.8970588235294118,0.10294117647058823
28,15,68,3,3.0,4.0,4.397058823529412,5.0,10,2.058981086408239,61,7,0.8970588235294118,0.10294117647058823
28,16,68,3,4.0,4.0,4.926470588235294,5.0,10,2.130425092009658,59,9,0.8676470588235294,0.1323529411764706
28,17,68,3,4.0,5.0,5.338235294117647,6.0,10,1.9897553361099083,59,9,0.8676470588235294,0.1323529411764706
28,18,68,4,5.0,5.0,5.911764705882353,6.0,10,1.9758489918904039,57,11,0.8382352941176471,0.16176470588235295
28,19,68,10,10.0,10.0,10.0,10.0,10,0.0,0,68,0.0,1.0
29,1,66,1,1.0,1.0,1.0,1.0,1,0.0,66,0,1.0,0.0
29,2,66,1,1.0,1.0,1.0,1.0,1,0.0,66,0,1.0,0.0
29,3,66,1,1.0,1.0,1.0,1.0,1,0.0,66,0,1.0,0.0
29,4,66,1,1.0,1.0,1.303030303030303,1.0,10,1.5469392749212387,64,2,0.9696969696969697,0.030303030303030304
29,5,66,1,1.0,1.0,1.5303030303030303,2.0,10,1.5591343457741655,64,2,0.9696969696969697,0.030303030303030304
29,6,66,1,1.0,2.0,1.878787878787879,2.0,10,1.512725330224083,64,2,0.9696969696969697,0.030303030303030304
29,7,66,2,2.0,2.0,2.515151515151515,2.0,10,1.908850393699833,62,4,0.9393939393939394,0.06060606060606061
29,8,66,2,2.0,2.0,2.621212121212121,2.0,10,1.905058270922612,62,4,0.9393939393939394,0.06060606060606061
29,9,66,2,2.0,2.0,2.803030303030303,3.0,10,1.884704759208921,62,4,0.9393939393939394,0.06060606060606061
29,10,66,2,2.0,3.0,3.303030303030303,3.0,10,2.361109760708305,59,7,0.8939393939393939,0.10606060606060606
29,11,66,2,2.25,3.0,3.590909090909091,3.0,10,2.2828562168667244,59,7,0.8939393939393939,0.10606060606060606
29,12,66,2,3.0,3.0,3.8333333333333335,4.0,10,2.199058568082848,59,7,0.8939393939393939,0.10606060606060606
29,13,66,3,3.0,4.0,4.454545454545454,4.0,10,2.3879864611933996,56,10,0.8484848484848485,0.15151515151515152
29,14,66,3,3.0,4.0,4.7272727272727275,5.0,10,2.3325461088394928,56,10,0.8484848484848485,0.15151515151515152
29,15,66,3,4.0,5.0,5.212121212121212,5.0,10,2.2996386508974753,55,11,0.8333333333333334,0.16666666666666666
29,16,66,3,4.0,5.0,5.863636363636363,6.75,10,2.2954920488985526,52,14,0.7878787878787878,0.21212121212121213
29,17,66,4,5.0,6.0,6.378787878787879,7.75,10,2.158599093373682,51,15,0.7727272727272727,0.22727272727272727
29,18,66,4,6.0,6.0,7.03030303030303,10.0,10,2.0148666921065805,48,18,0.7272727272727273,0.2727272727272727
29,19,66,10,10.0,10.0,10.0,10.0,10,0.0,0,66,0.0,1.0
30,1,65,1,1.0,1.0,1.0,1.0,1,0.0,65,0,1.0,0.0
30,2,65,1,1.0,1.0,1.0,1.0,1,0.0,65,0,1.0,0.0
30,3,65,1,1.0,1.0,1.0,1.0,1,0.0,65,0,1.0,0.0
30,4,65,1,1.0,1.0,1.1384615384615384,1.0,10,1.1076923076923078,64,1,0.9846153846153847,0.015384615384615385
30,5,65,1,1.0,1.0,1.3692307692307693,1.0,10,1.1578392444447247,64,1,0.9846153846153847,0.015384615384615385
30,6,65,1,1.0,2.0,1.7538461538461538,2.0,10,1.1372134530816203,64,1,0.9846153846153847,0.015384615384615385
30,7,65,2,2.0,2.0,2.3692307692307693,2.0,10,1.6785454396290282,62,3,0.9538461538461539,0.046153846153846156
30,8,65,2,2.0,2.0,2.4615384615384617,2.0,10,1.6831922334286586,62,3,0.9538461538461539,0.046153846153846156
30,9,65,2,2.0,2.0,2.646153846153846,3.0,10,1.677275897957704,62,3,0.9538461538461539,0.046153846153846156
30,10,65,2,2.0,3.0,3.246153846153846,3.0,10,2.205104352882328,59,6,0.9076923076923077,0.09230769230769231
30,11,65,2,3.0,3.0,3.4615384615384617,3.0,10,2.1488954091090475,59,6,0.9076923076923077,0.09230769230769231
30,12,65,2,3.0,3.0,3.7384615384615385,4.0,10,2.0626862476423837,59,6,0.9076923076923077,0.09230769230769231
30,13,65,3,3.0,3.0,4.3076923076923075,4.0,10,2.3265892958318384,56,9,0.8615384615384616,0.13846153846153847
30,14,65,3,3.0,4.0,4.707692307692308,5.0,10,2.2099291803694796,56,9,0.8615384615384616,0.13846153846153847
30,15,65,3,4.0,4.0,5.138461538461539,5.0,10,2.2179472358080123,55,10,0.8461538461538461,0.15384615384615385
30,16,65,3,4.0,5.0,5.8,6.0,10,2.206284729515279,53,12,0.8153846153846154,0.18461538461538463
30,17,65,3,5.0,6.0,6.369230769230769,7.0,10,2.1090955463583527,52,13,0.8,0.2
30,18,65,4,5.0,7.0,6.938461538461539,8.0,10,1.952331332826499,51,14,0.7846153846153846,0.2153846153846154
30,19,65,10,10.0,10.0,10.0,10.0,10,0.0,0,65,0.0,1.0
31,1,69,1,1.0,1.0,1.0,1.0,1,0.0,69,0,1.0,0.0
31,2,69,1,1.0,1.0,1.0,1.0,1,0.0,69,0,1.0,0.0
31,3,69,1,1.0,1.0,1.0,1.0,1,0.0,69,0,1.0,0.0
31,4,69,1,1.0,1.0,1.2753623188405796,1.0,10,1.5121158797997094,67,2,0.9710144927536232,0.028985507246376812
31,5,69,1,1.0,1.0,1.3768115942028984,1.0,10,1.5237391963247184,67,2,0.9710144927536232,0.028985507246376812
31,6,69,1,1.0,1.0,1.6956521739130435,2.0,10,1.516138762970669,67,2,0.9710144927536232,0.028985507246376812
31,7,69,2,2.0,2.0,2.347826086956522,2.0,10,1.6314489599385844,66,3,0.9565217391304348,0.043478260869565216
31,8,69,2,2.0,2.0,2.4057971014492754,2.0,10,1.6358204126982565,66,3,0.9565217391304348,0.043478260869565216
31,9,69,2,2.0,2.0,2.5072463768115942,2.0,10,1.638514601313872,66,3,0.9565217391304348,0.043478260869565216
31,10,69,2,2.0,2.0,2.753623188405797,3.0,10,1.852579847104324,65,4,0.9420289855072463,0.057971014492753624
31,11,69,2,2.0,3.0,3.101449275362319,3.0,10,1.794879411687447,65,4,0.9420289855072463,0.057971014492753624
31,12,69,2,3.0,3.0,3.391304347826087,3.0,10,1.7212852571139705,65,4,0.9420289855072463,0.057971014492753624
31,13,69,3,3.0,3.0,3.8550724637681157,4.0,10,1.9432183249746073,63,6,0.9130434782608695,0.08695652173913043
31,14,69,3,3.0,3.0,4.057971014492754,4.0,10,1.92530109048297,63,6,0.9130434782608695,0.08695652173913043
31,15,69,3,3.0,4.0,4.434782608695652,5.0,10,1.8374388355752556,63,6,0.9130434782608695,0.08695652173913043
31,16,69,3,4.0,4.0,5.086956521739131,5.0,10,1.9908422981443445,60,9,0.8695652173913043,0.13043478260869565
31,17,69,4,4.0,5.0,5.565217391304348,6.0,10,1.9595789319193497,59,10,0.855072463768116,0.14492753623188406
31,18,69,4,5.0,6.0,6.27536231884058,7.0,10,1.8484937696814518,57,12,0.8260869565217391,0.17391304347826086
31,19,69,10,10.0,10.0,10.0,10.0,10,0.0,0,69,0.0,1.0
32,1,76,1,1.0,1.0,1.0,1.0,1,0.0,76,0,1.0,0.0
32,2,76,1,1.0,1.0,1.0,1.0,1,0.0,76,0,1.0,0.0
32,3,76,1,1.0,1.0,1.0,1.0,1,0.0,76,0,1.0,0.0
32,4,76,1,1.0,1.0,1.263157894736842,1.0,10,1.4452137071311557,74,2,0.9736842105263158,0.02631578947368421
32,5,76,1,1.0,1.0,1.4473684210526316,1.0,10,1.463545953840456,74,2,0.9736842105263158,0.02631578947368421
32,6,76,1,1.0,2.0,1.7763157894736843,2.0,10,1.4381885921508337,74,2,0.9736842105263158,0.02631578947368421
32,7,76,2,2.0,2.0,2.4342105263157894,2.0,10,1.7869079904138843,72,4,0.9473684210526315,0.05263157894736842
32,8,76,2,2.0,2.0,2.513157894736842,2.0,10,1.7880702701120907,72,4,0.9473684210526315,0.05263157894736842
32,9,76,2,2.0,2.0,2.6184210526315788,2.25,10,1.7841930599983458,72,4,0.9473684210526315,0.05263157894736842
32,10,76,2,2.0,2.0,3.1842105263157894,3.0,10,2.3825601351873438,68,8,0.8947368421052632,0.10526315789473684
32,11,76,2,2.0,3.0,3.486842105263158,3.0,10,2.2912500670607945,68,8,0.8947368421052632,0.10526315789473684
32,12,76,2,3.0,3.0,3.6842105263157894,3.0,10,2.231417571126324,68,8,0.8947368421052632,0.10526315789473684
32,13,76,3,3.0,3.0,4.223684210526316,4.0,10,2.2918544789991766,66,10,0.868421052631579,0.13157894736842105
32,14,76,3,3.0,4.0,4.552631578947368,4.0,10,2.2088025860782414,66,10,0.868421052631579,0.13157894736842105
32,15,76,3,4.0,4.0,4.868421052631579,5.0,10,2.148084246015002,66,10,0.868421052631579,0.13157894736842105
32,16,76,3,4.0,5.0,5.552631578947368,6.0,10,2.2325035323960103,63,13,0.8289473684210527,0.17105263157894737
32,17,76,3,4.0,6.0,6.078947368421052,7.0,10,2.234673871735961,61,15,0.8026315789473685,0.19736842105263158
32,18,76,4,5.0,6.0,6.671052631578948,8.0,10,2.0799048428052314,59,17,0.7763157894736842,0.2236842105263158
32,19,76,10,10.0,10.0,10.0,10.0,10,0.0,0,76,0.0,1.0
33,1,80,1,1.0,1.0,1.0,1.0,1,0.0,80,0,1.0,0.0
33,2,80,1,1.0,1.0,1.0,1.0,1,0.0,80,0,1.0,0.0
33,3,80,1,1.0,1.0,1.0,1.0,1,0.0,80,0,1.0,0.0
33,4,80,1,1.0,1.0,1.1375,1.0,10,1.0092540562217225,79,1,0.9875,0.0125
33,5,80,1,1.0,1.0,1.2875,1.0,10,1.0511154789080028,79,1,0.9875,0.0125
33,6,80,1,1.0,2.0,1.6375,2.0,10,1.0635289135702894,79,1,0.9875,0.0125
33,7,80,2,2.0,2.0,2.225,2.0,10,1.2547410091329605,78,2,0.975,0.025
33,8,80,2,2.0,2.0,2.3,2.0,10,1.2688577540449522,78,2,0.975,0.025
33,9,80,2,2.0,2.0,2.4625,3.0,10,1.2839757591169703,78,2,0.975,0.025
33,10,80,2,2.0,2.0,2.7625,3.0,10,1.5267919799370182,77,3,0.9625,0.0375
33,11,80,2,2.0,3.0,3.025,3.0,10,1.5081031131855673,77,3,0.9625,0.0375
33,12,80,2,3.0,3.0,3.275,3.0,10,1.4660746911395748,77,3,0.9625,0.0375
33,13,80,3,3.0,3.0,3.8375,4.0,10,1.6766316679581117,75,5,0.9375,0.0625
33,14,80,3,3.0,4.0,4.1125,4.0,10,1.6657862257804872,75,5,0.9375,0.0625
33,15,80,3,3.0,4.0,4.4,5.0,10,1.647725705328408,75,5,0.9375,0.0625
33,16,80,3,4.0,4.5,4.975,5.0,10,1.8572493101358256,72,8,0.9,0.1
33,17,80,3,4.0,5.0,5.3625,6.0,10,1.7765398250531848,72,8,0.9,0.1
33,18,80,4,5.0,5.0,5.9,6.0,10,1.6777961735562517,71,9,0.8875,0.1125
33,19,80,10,10.0,10.0,10.0,10.0,10,0.0,0,80,0.0,1.0
34,1,70,1,1.0,1.0,1.0,1.0,1,0.0,70,0,1.0,0.0
34,2,70,1,1.0,1.0,1.0,1.0,1,0.0,70,0,1.0,0.0
34,3,70,1,1.0,1.0,1.0,1.0,1,0.0,70,0,1.0,0.0
34,4,70,1,1.0,1.0,1.1571428571428573,1.0,10,1.0775065698933188,69,1,0.9857142857142858,0.014285714285714285
34,5,70,1,1.0,1.0,1.2428571428571429,1.0,10,1.1011126098596076,69,1,0.9857142857142858,0.014285714285714285
34,6,70,1,1.0,1.0,1.5714285714285714,2.0,10,1.1284810090360857,69,1,0.9857142857142858,0.014285714285714285
34,7,70,2,2.0,2.0,2.242857142857143,2.0,10,1.3356187895580116,68,2,0.9714285714285714,0.02857142857142857
34,8,70,2,2.0,2.0,2.3,2.0,10,1.3453624047073711,68,2,0.9714285714285714,0.02857142857142857
34,9,70,2,2.0,2.0,2.3714285714285714,2.0,10,1.3540566412654613,68,2,0.9714285714285714,0.02857142857142857
34,10,70,2,2.0,2.0,2.7285714285714286,3.0,10,1.8433000575166314,66,4,0.9428571428571428,0.05714285714285714
34,11,70,2,2.0,3.0,3.1,3.0,10,1.7820533902535822,66,4,0.9428571428571428,0.05714285714285714
34,12,70,2,3.0,3.0,3.4,3.0,10,1.6936857526033064,66,4,0.9428571428571428,0.05714285714285714
34,13,70,3,3.0,3.0,3.8714285714285714,4.0,10,1.9266657251133448,64,6,0.9142857142857143,0.08571428571428572
34,14,70,3,3.0,4.0,4.1571428571428575,4.0,10,1.9021470146405937,64,6,0.9142857142857143,0.08571428571428572
34,15,70,3,4.0,4.0,4.571428571428571,5.0,10,1.8092731655985788,64,6,0.9142857142857143,0.08571428571428572
34,16,70,3,4.0,4.5,5.1571428571428575,5.0,10,1.871864725619992,62,8,0.8857142857142857,0.11428571428571428
34,17,70,4,5.0,5.0,5.757142857142857,6.0,10,1.7923305999708414,61,9,0.8714285714285714,0.12857142857142856
34,18,70,4,5.0,6.0,6.442857142857143,7.0,10,1.7040767444632323,59,11,0.8428571428571429,0.15714285714285714
34,19,70,10,10.0,10.0,10.0,10.0,10,0.0,0,70,0.0,1.0
35,1,74,1,1.0,1.0,1.0,1.0,1,0.0,74,0,1.0,0.0
35,2,74,1,1.0,1.0,1.0,1.0,1,0.0,74,0,1.0,0.0
35,3,74,1,1.0,1.0,1.0,1.0,1,0.0,74,0,1.0,0.0
35,4,74,1,1.0,1.0,1.2567567567567568,1.0,10,1.4617724414430773,72,2,0.972972972972973,0.02702702702702703
35,5,74,1,1.0,1.0,1.5135135135135136,2.0,10,1.4818108283105729,72,2,0.972972972972973,0.02702702702702703
35,6,74,1,1.0,2.0,1.8918918918918919,2.0,10,1.4291139531245716,72,2,0.972972972972973,0.02702702702702703
35,7,74,2,2.0,2.0,2.554054054054054,2.0,10,2.007700660712175,69,5,0.9324324324324325,0.06756756756756757
35,8,74,2,2.0,2.0,2.6486486486486487,2.0,10,2.002919709583665,69,5,0.9324324324324325,0.06756756756756757
