age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,73,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,73,18,2,0.07301369863013699,0.011309461611260436,0.04,0.08,0.04,0.3835616438356164
2,71,37,2,0.14829154929577468,0.01756797459590887,0.0886,0.16319999999999998,0.07459999999999999,0.46478873239436624
3,68,55,3,0.22660188235294115,0.022177895322309907,0.15947199999999997,0.24959999999999996,0.09012799999999999,0.5
4,67,65,3,0.30296645373134323,0.027414123607047848,0.22650798,0.33919977999999995,0.11269179999999995,0.4925373134328358
5,65,65,2,0.3795649497446154,0.03337277809595742,0.30221277979999994,0.4319870933,0.12977431350000007,0.49230769230769234
6,63,63,3,0.455495268447127,0.03988689494063296,0.37359523517900006,0.5119402263339999,0.13834499115499987,0.4920634920634921
7,59,59,3,0.5320576011589192,0.04808663647490913,0.41513442141653,0.60653309001926,0.19139866860273003,0.4915254237288136
8,54,54,5,0.6098858364913445,0.05626198699836753,0.4611775213018278,0.7010305492124442,0.2398530279106164,0.5185185185185186
9,50,50,4,0.688417423118752,0.05486221981020269,0.5463417807724696,0.7685810456898645,0.22223926491739487,0.56
10,47,47,3,0.7615181851945932,0.053603708998008086,0.6327776925324334,0.861868101464913,0.22909040893247956,0.4893617021276596
