k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.4098544115615081,1.9999999998959495,1.3655254293018937,1.9999972718971808,0
20,0.9300918914369837,1.9999999998959495,0.8539933933606911,1.999997945338,0
30,0.627262150126206,1.9999999996830398,0.543981817547504,1.9999987522284797,0
50,0.3639729287928698,1.9988475200000004,0.3151083941140996,1.9804039999999998,0
75,0.11324468487456751,0.3830038296069,0.11357652818627152,0.3230038296069,0
100,0.07320922893882269,0.23958646839358408,0.07394323731022844,0.23958646839358408,0
150,0.047739355774708336,0.12346931853078706,0.04901615068131906,0.12346931853078706,0
200,0.03669615291167843,0.11095515040000002,0.038638555953281646,0.11095515040000002,0
300,0.025234032446237762,0.059000000000000025,0.028544880674999454,0.059000000000000025,0
400,0.016193956888394093,0.056283241588622565,0.01831869591275786,0.056283241588622565,1
500,0.008359518077017502,0.04,0.009456334278611997,0.04,0
638,0.0,0.0,0.0,0.0,0
