age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,68,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,68,16,2,0.07441176470588236,0.010624936393052025,0.04,0.08,0.04,0.2941176470588235
2,66,37,2,0.152119696969697,0.015131206161710065,0.11099999999999999,0.16319999999999998,0.052199999999999996,0.43939393939393945
3,64,53,2,0.23249615625,0.018399651261317047,0.18603199999999998,0.2496,0.06356800000000001,0.5
4,63,62,3,0.3127987747619048,0.02292246558068984,0.23448178,0.33919977999999995,0.10471799999999995,0.47619047619047616
5,61,61,3,0.39417108812786883,0.02786286937443127,0.3129885864,0.4319870933,0.11899850690000002,0.4918032786885246
6,59,59,3,0.475204664093,0.03275689678230071,0.37359523517900006,0.5271936379810002,0.1535984028020001,0.4915254237288136
7,55,55,3,0.5598082738754184,0.03555796409413161,0.48002384213632,0.6078934155665601,0.12786957343024008,0.49090909090909096
8,52,52,3,0.6409964127672217,0.0393432378339207,0.538920529596135,0.6897473153434476,0.15082678574731256,0.5
9,50,50,3,0.7161749451357864,0.04498110755570839,0.5971603300088566,0.7837163598800088,0.18655602987115216,0.5
10,46,46,4,0.7891693267764033,0.05581397390275527,0.6208147058729814,0.8692410342251713,0.24842632835218992,0.5
