age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,66,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,66,16,2,0.0740909090909091,0.009843821739867142,0.04,0.08,0.04,0.3787878787878788
2,64,34,2,0.1500078125,0.015929486266507274,0.1098,0.16319999999999998,0.05339999999999999,0.421875
3,62,48,3,0.22828490322580644,0.021320976198456555,0.15947199999999997,0.2496,0.09012800000000001,0.467741935483871
4,60,56,3,0.3071244723333334,0.024632277393251217,0.23826674,0.33916826000000005,0.10090152000000005,0.5
5,58,58,3,0.3848917704172414,0.03007103974973932,0.31301249679999993,0.4311553592000001,0.11814286240000016,0.5
6,56,56,3,0.4616634611036786,0.03652533634382437,0.3720145146460001,0.5119993547670001,0.139984840121,0.5
7,53,53,3,0.5409300211521479,0.04268603075456094,0.44837201806167015,0.59966896854782,0.15129695048614988,0.49056603773584906
8,50,50,4,0.6184064272696442,0.05106774863806101,0.4556323826128465,0.6909259710106618,0.23529358839781528,0.5
9,45,45,4,0.6986054772947086,0.05335074530907802,0.5785714027113519,0.7892843399468652,0.21071293723551332,0.5111111111111111
10,41,41,4,0.7725835484660925,0.06114797934968205,0.5999835156140462,0.8762283745297881,0.2762448589157419,0.4878048780487805
