k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3839392976313123,1.9999999999872136,1.3405303005581501,1.999999793424177,0
20,1.1235965662081155,1.9999995632051784,1.0806210885349548,1.9995298428138535,0
30,0.9004475204346214,1.9998280385001805,0.8619074843100997,1.9991334278137927,0
50,0.5451690496600928,1.9999803576,0.5278352681724022,1.98,0
75,0.1179738720805406,0.3817746781174201,0.11908367015248875,0.3460773819116079,0
100,0.07294595020720385,0.18986163999999997,0.07415204938363623,0.18986163999999997,0
150,0.04929233424040905,0.14324274448111998,0.05104589632073072,0.14324274448111998,0
200,0.038616104757961435,0.108196623088,0.041095492775912595,0.108196623088,0
300,0.02610218805393733,0.059000000000000025,0.029292947883960228,0.059000000000000025,0
400,0.017085214590773903,0.05452509655999994,0.019173729786929626,0.05452509655999994,1
500,0.009465872205235119,0.04,0.010622990709100872,0.04,0
661,0.0,0.0,0.0,0.0,0
