age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,75,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,75,16,2,0.07186666666666666,0.012616743724995853,0.04,0.08,0.04,0.3733333333333333
2,74,37,2,0.14825675675675676,0.017565661227128285,0.08860000000000001,0.16319999999999998,0.07459999999999997,0.45945945945945943
3,73,53,3,0.22721260273972602,0.02210060807056583,0.15947199999999997,0.24959999999999996,0.09012799999999999,0.4931506849315068
4,72,69,3,0.3067638266666667,0.02814652585332943,0.23826674,0.33919993000000004,0.10093319000000003,0.5
5,71,71,3,0.38641775349718316,0.03491128346089216,0.3003314889,0.43199948880000016,0.13166799990000017,0.49295774647887325
6,68,68,3,0.46739587998839704,0.04020136149059307,0.38057417588000003,0.5279862710700002,0.14741209519000015,0.5
7,64,64,3,0.5460106601523398,0.04863054074698162,0.41818533978991,0.6263836000929403,0.20819826030303024,0.5
8,59,59,4,0.6198505669176005,0.056315706804597174,0.4844571997909243,0.7063806060839791,0.22192340629305485,0.5423728813559322
9,54,54,5,0.6880676616103041,0.06523872828857852,0.5364193352418903,0.7893359096733304,0.2529165744314401,0.6296296296296297
10,48,48,5,0.7563395420011166,0.07948583723496791,0.5422010446931902,0.8752548411088463,0.33305379641565613,0.5
