age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,67,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,67,15,2,0.07253731343283583,0.011634134489495566,0.04,0.08,0.04,0.3880597014925373
2,66,36,2,0.14862424242424244,0.01716120590350348,0.0886,0.16319999999999998,0.07459999999999999,0.4545454545454546
3,65,56,2,0.22699393846153848,0.020519331043884464,0.16753600000000002,0.24960000000000004,0.08206400000000003,0.49230769230769234
4,63,62,2,0.3068506241269841,0.023783110655866548,0.25012977999999997,0.33918025,0.08905047000000005,0.4920634920634921
5,61,61,3,0.3863504246786886,0.029719209595738094,0.2958804248,0.4282927776,0.13241235280000002,0.4918032786885246
6,58,58,4,0.4667949246449484,0.03827526336428886,0.303135675877,0.508581837331,0.20544616145400002,0.5
7,55,55,4,0.5506946289494641,0.04000083820469625,0.3806532899877501,0.60320271097766,0.22254942098990987,0.49090909090909096
8,52,52,3,0.638599001783471,0.03584345756438145,0.537975503787723,0.6999677156151066,0.16199221182738366,0.5
9,51,51,3,0.7213481032688052,0.039795369396477355,0.6250261760172877,0.7939407880457676,0.1689146120284799,0.4901960784313726
10,50,50,4,0.7994098540620039,0.04772220370493573,0.6322389106010449,0.866241398737225,0.2340024881361802,0.5
