k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3748588800511976,1.9999995583840482,1.329919625643715,1.9999645132768222,0
20,1.0464448969131357,1.9999981762453616,0.9912645554180142,1.999833062603107,0
30,0.605697466827043,1.9998059999999998,0.5269464145338809,1.9988985634019998,0
50,0.3855616688015138,1.999802,0.34145929170092504,1.9988985634019998,0
75,0.12004766936924563,0.38197302020602003,0.12020068825836037,0.34265620895782,0
100,0.07778752454539173,0.22884984000000003,0.07875229198353152,0.22621080088157366,0
150,0.050201854357833114,0.15358944960689996,0.05180745416295576,0.15358944960689996,0
200,0.03857008101391693,0.11199068000000001,0.040394062146897586,0.11199068000000001,0
300,0.026806502611784935,0.06000000000000003,0.029038286940715124,0.06000000000000003,0
400,0.018383137055915197,0.05635592938426183,0.020564680219196274,0.05635592938426183,1
500,0.011236286061173497,0.04,0.012569706084255793,0.04,0
707,0.0,0.0,0.0,0.0,0
