age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,72,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,72,14,2,0.07361111111111113,0.011093736415397697,0.04,0.08,0.04,0.33333333333333337
2,70,28,2,0.15089999999999998,0.015636587132199186,0.0886,0.16319999999999998,0.07459999999999999,0.4714285714285714
3,68,49,2,0.22976967647058827,0.019302440021346564,0.16753600000000002,0.24959999999999996,0.08206399999999994,0.4852941176470589
4,65,63,2,0.3086627164615385,0.0250022975529472,0.24171396999999997,0.33918801000000004,0.09747404000000007,0.4769230769230769
5,63,63,2,0.38715332276031744,0.02928147801990603,0.31812364290000006,0.42907609680000003,0.11095245389999997,0.4920634920634921
6,59,59,3,0.46644159145325426,0.0339827303750551,0.38104457731999997,0.5228706589559999,0.14182608163599997,0.4915254237288136
7,54,54,2,0.546295718006906,0.03551686651608939,0.46503101926565,0.6079868013242599,0.14295578205860987,0.5
8,49,49,2,0.6229672028402171,0.03531080212935833,0.5512482847304019,0.6908174586324604,0.13956917390205847,0.4897959183673469
9,42,42,3,0.7020139943981798,0.040759952415086585,0.6032503735904707,0.7767081864576917,0.17345781286722095,0.5
10,35,35,3,0.7805041796750354,0.04178891542110171,0.6946750761930481,0.8655750341367208,0.17089995794367263,0.48571428571428577
