k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.2226126746946693,1.9999999212,1.1617885007294118,1.9999979999999997,0
20,0.9639947760892276,1.99992394416,0.904285791873259,1.9972243449999998,0
30,0.7634884824332983,1.999802,0.7116592475181079,1.9990079999999997,0
50,0.4069943732823448,1.9996474327148201,0.37599953384061474,1.96,0
75,0.11250745574134205,0.33263940873800013,0.11384735716825238,0.3020389207578996,0
100,0.07581815176956892,0.2060580795454033,0.07710947860703027,0.2060580795454033,0
150,0.05047978890149415,0.17426600000000003,0.05137694918864955,0.16240444014944003,0
200,0.040195623673605324,0.11034784340000008,0.04215537205561868,0.11034784340000008,0
300,0.02696168152537382,0.060000000000000026,0.02965663876794734,0.060000000000000005,0
400,0.01805694929194931,0.055536380000000024,0.020197255468457496,0.055536380000000024,1
500,0.009887073741223253,0.05538144506735365,0.011058997339932519,0.05538144506735365,0
670,0.0,0.0,0.0,0.0,0
