age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,75,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,75,15,2,0.07280000000000002,0.011838918869558995,0.04,0.08,0.04,0.36
2,74,39,2,0.14885945945945947,0.01777852423662156,0.0886,0.16319999999999998,0.07459999999999999,0.45945945945945943
3,73,62,2,0.2266822739726028,0.020520658515869778,0.16753600000000002,0.24960000000000004,0.08206400000000003,0.4931506849315068
4,71,70,3,0.30219112140845067,0.025289660150496305,0.22298617999999998,0.33743573000000004,0.11444955000000007,0.49295774647887325
5,68,68,3,0.37794098878823534,0.02988305742112925,0.2834306448,0.4282927776,0.1448621328,0.5
6,65,65,3,0.4544620455363539,0.035271114397412755,0.3386720138969999,0.508581837331,0.16990982343400013,0.49230769230769234
7,61,61,4,0.5321872752866902,0.03854907190966022,0.38093221308791,0.60320271097766,0.22227049788975,0.4918032786885246
8,58,58,4,0.6101889357153896,0.03932440694635988,0.4948060974993224,0.6999677156151066,0.2051616181157842,0.5172413793103448
9,55,55,4,0.6885395038627926,0.04198239723419841,0.5456646439006643,0.7761500024110181,0.2304853585103538,0.509090909090909
10,51,51,3,0.7650666170952657,0.03580740204571029,0.6637233977842875,0.842090760286032,0.17836736250174456,0.4901960784313726
