k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.5785976898440444,1.9999999992659276,1.5601069642936838,1.999999507614747,0
20,1.1170591044432243,1.999998285300752,1.0750065479582638,1.9999814041260005,0
30,0.9550856651026248,1.9999999824150592,0.9252869967333007,1.9999990920847373,0
50,0.5809651549633346,1.9993999999999998,0.5708884750645533,1.9972319999999997,0
75,0.11125042723558183,0.33317069733200005,0.11227041498713368,0.2738377800952793,0
100,0.07628669057630202,0.24651313716976575,0.0773413500960984,0.24651313716976575,0
150,0.04982346995400651,0.15171353519999997,0.05141394564625648,0.15171353519999997,0
200,0.038385062642202504,0.10999441399999994,0.040420510229571924,0.10999441399999994,0
300,0.02648886885416139,0.059000000000000025,0.029612971326994378,0.059000000000000025,0
400,0.017717092986203428,0.05608214451164714,0.0198066504646427,0.05608214451164714,1
500,0.009889064284105832,0.05600998749767509,0.011055382497015324,0.05600998749767509,0
673,0.0,0.0,0.0,0.0,0
