age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,79,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,79,18,2,0.07354430379746837,0.010678023650107917,0.04,0.08,0.04,0.379746835443038
2,77,43,2,0.1490038961038961,0.01731713693350091,0.1098,0.16319999999999998,0.05339999999999999,0.48051948051948057
3,75,57,2,0.22663903999999999,0.022547605351900826,0.18031299999999997,0.24959999999999996,0.06928699999999999,0.4933333333333333
4,73,71,3,0.30454233643835615,0.029287184267037882,0.22298618,0.33919977999999995,0.11621359999999994,0.4931506849315068
5,69,69,3,0.3842767141072463,0.03375848070284649,0.30102732339999994,0.42908865650000005,0.12806133310000012,0.49275362318840576
6,66,66,3,0.46121708012692425,0.04126302595131701,0.37646198322,0.5119772481910002,0.1355152649710002,0.5
7,62,62,3,0.538960526157377,0.04887878564679459,0.44837201806167,0.6070457352975801,0.15867371723591012,0.5
8,57,57,3,0.6201838310764062,0.05769883732435965,0.49480347894652876,0.6908368646141094,0.19603338566758066,0.49122807017543857
9,53,53,4,0.6970969258997026,0.0698959311268287,0.5238310014806571,0.7836604410619432,0.2598294395812861,0.49056603773584906
10,48,48,4,0.7786862987120262,0.07401908562082929,0.5475701150257557,0.8750362434761778,0.3274661284504221,0.5
