xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,east,1,0,1
0,0,5,east,1,0,11
0,1,0,south,0,0,5
0,3,0,east,1,3,4
0,3,5,east,1,3,12
0,3,17,east,1,3,27
0,3,31,east,1,3,47
0,4,0,south,0,3,5
0,4,5,south,0,3,17
0,4,17,south,0,3,31
0,5,0,south,0,4,5
0,5,5,south,0,4,17
0,6,0,south,0,5,5
1,0,0,east,2,0,6
1,0,1,east,2,0,10
1,0,7,east,2,0,20
1,0,11,east,2,0,25
1,1,0,south,1,0,7
1,3,0,east,2,3,8
1,3,4,east,2,3,16
1,3,7,east,2,3,22
1,3,12,east,2,3,29
1,3,27,east,2,3,49
1,3,47,east,2,3,74
1,4,0,south,1,3,7
2,0,0,east,3,0,6
2,0,6,east,3,0,18
2,0,10,east,3,0,26
2,0,20,east,3,0,37
2,0,25,east,3,0,44
2,2,0,east,3,2,8
2,2,7,east,3,2,22
2,2,22,east,3,2,43
2,2,35,east,3,2,59
2,2,42,east,3,2,69
2,2,53,east,3,2,84
2,2,78,east,3,2,111
2,2,105,east,3,2,143
2,3,0,south,2,2,7
2,3,8,south,2,2,22
2,3,16,south,2,2,35
2,3,22,south,2,2,42
2,3,29,south,2,2,53
2,3,49,south,2,2,78
2,3,74,south,2,2,105
2,5,0,east,3,5,8
3,0,0,east,4,0,6
3,0,6,east,4,0,18
3,0,7,east,4,0,20
3,0,18,east,4,0,32
3,0,21,east,4,0,39
3,0,26,east,4,0,45
3,0,37,east,4,0,56
3,0,42,east,4,0,65
3,0,44,east,4,0,67
3,0,68,east,4,0,95
3,0,99,east,4,0,130
3,0,122,east,4,0,154
3,0,134,east,4,0,166
3,0,155,east,4,0,188
3,0,187,east,4,0,220
3,0,219,east,4,0,249
3,1,0,south,3,0,7
3,1,7,south,3,0,21
3,1,22,south,3,0,42
3,1,42,south,3,0,68
3,1,69,south,3,0,99
3,1,89,south,3,0,122
3,1,99,south,3,0,134
3,1,118,south,3,0,155
3,1,150,south,3,0,187
3,1,182,south,3,0,219
3,2,0,south,3,1,7
3,2,8,south,3,1,22
3,2,22,south,3,1,42
3,2,43,south,3,1,69
3,2,59,south,3,1,89
3,2,69,south,3,1,99
3,2,84,south,3,1,118
3,2,111,south,3,1,150
3,2,143,south,3,1,182
3,4,0,east,4,4,8
3,5,0,east,4,5,8
3,5,8,east,4,5,23
4,0,0,east,5,0,6
4,0,6,east,5,0,18
4,0,18,east,5,0,32
4,0,20,east,5,0,37
4,0,32,east,5,0,52
4,0,39,east,5,0,62
4,0,45,east,5,0,66
4,0,56,east,5,0,81
4,0,65,east,5,0,92
4,0,67,east,5,0,93
4,0,95,east,5,0,126
4,0,130,east,5,0,164
4,0,154,east,5,0,189
4,0,166,east,5,0,199
4,0,188,east,5,0,221
4,0,220,east,5,0,252
4,3,0,north,4,4,7
4,4,0,east,5,4,8
4,4,7,east,5,4,22
4,4,8,east,5,4,23
4,4,21,east,5,4,42
4,4,22,east,5,4,43
4,4,43,east,5,4,70
4,5,0,south,4,4,7
4,5,7,south,4,4,21
4,5,8,south,4,4,22
4,5,23,south,4,4,43
4,6,0,south,4,5,7
5,0,0,east,6,0,6
5,0,6,east,6,0,18
5,0,18,east,6,0,32
5,0,32,east,6,0,52
5,0,37,east,6,0,56
5,0,52,east,6,0,77
5,0,62,east,6,0,88
5,0,66,east,6,0,94
5,0,81,east,6,0,108
5,0,92,east,6,0,121
5,0,93,east,6,0,124
5,0,126,east,6,0,159
5,0,164,east,6,0,196
5,0,189,east,6,0,222
5,0,199,east,6,0,231
5,0,221,east,6,0,250
5,4,0,east,6,4,8
5,4,7,east,6,4,22
5,4,8,east,6,4,23
5,4,22,east,6,4,43
5,4,23,east,6,4,41
5,4,42,east,6,4,69
5,4,43,east,6,4,70
5,4,70,east,6,4,101
5,5,0,south,5,4,7
6,0,0,east,7,0,6
6,0,6,east,7,0,18
6,0,7,east,7,0,20
6,0,18,east,7,0,32
6,0,32,east,7,0,52
6,0,52,east,7,0,77
6,0,56,east,7,0,81
6,0,77,east,7,0,104
6,0,88,east,7,0,117
