xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,east,1,0,1
0,2,0,east,1,2,4
1,0,0,east,2,0,6
1,0,1,east,2,0,10
1,0,8,east,2,0,21
1,0,24,east,2,0,40
1,0,34,east,2,0,53
1,0,43,east,2,0,66
1,1,0,south,1,0,8
1,1,8,south,1,0,24
1,1,15,south,1,0,34
1,1,24,south,1,0,43
1,2,0,south,1,1,8
1,2,4,south,1,1,15
1,2,8,south,1,1,24
1,3,0,south,1,2,8
2,0,0,east,3,0,6
2,0,6,east,3,0,18
2,0,8,east,3,0,21
2,0,10,east,3,0,27
2,0,21,east,3,0,37
2,0,40,east,3,0,64
2,0,53,east,3,0,80
2,0,66,east,3,0,94
2,1,0,south,2,0,8
2,4,0,east,3,4,9
2,5,0,east,3,5,9
3,0,0,east,4,0,6
3,0,6,east,4,0,18
3,0,18,east,4,0,32
3,0,21,east,4,0,37
3,0,27,east,4,0,47
3,0,37,east,4,0,57
3,0,64,east,4,0,89
3,0,80,east,4,0,111
3,0,94,east,4,0,124
3,2,0,north,3,3,8
3,3,0,north,3,4,8
3,3,8,north,3,4,24
3,4,0,north,3,5,8
3,4,8,north,3,5,24
3,4,9,north,3,5,25
3,4,24,north,3,5,43
3,5,0,east,4,5,9
3,5,8,east,4,5,25
3,5,9,east,4,5,26
3,5,24,east,4,5,45
3,5,25,east,4,5,46
3,5,43,east,4,5,71
3,6,0,south,3,5,8
3,8,0,north,3,9,8
3,9,0,east,4,9,7
3,9,8,east,4,9,22
4,0,0,east,5,0,6
4,0,6,east,5,0,18
4,0,18,east,5,0,32
4,0,32,east,5,0,51
4,0,37,east,5,0,57
4,0,47,east,5,0,68
4,0,57,east,5,0,83
4,0,89,east,5,0,119
4,0,111,east,5,0,144
4,0,124,east,5,0,153
4,3,0,north,4,4,8
4,4,0,north,4,5,8
4,4,8,north,4,5,24
4,5,0,east,5,5,9
4,5,8,east,5,5,25
4,5,9,east,5,5,26
4,5,24,east,5,5,45
4,5,25,east,5,5,46
4,5,26,east,5,5,44
4,5,45,east,5,5,72
4,5,46,east,5,5,73
4,5,71,east,5,5,104
4,6,0,south,4,5,8
4,8,0,north,4,9,8
4,9,0,east,5,9,7
4,9,7,east,5,9,19
