xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,north,0,1,1
0,0,9,north,0,1,15
0,0,27,north,0,1,40
0,0,50,north,0,1,69
0,0,81,north,0,1,104
0,0,88,north,0,1,113
0,0,126,north,0,1,151
0,1,0,north,0,2,6
0,1,1,north,0,2,13
0,1,11,north,0,2,28
0,1,15,north,0,2,37
0,1,33,north,0,2,61
0,1,40,north,0,2,73
0,1,69,north,0,2,107
0,1,104,north,0,2,139
0,1,113,north,0,2,144
0,1,151,north,0,2,178
0,2,0,north,0,3,6
0,2,6,north,0,3,24
0,2,13,north,0,3,35
0,2,28,north,0,3,56
0,2,37,north,0,3,71
0,2,61,north,0,3,95
0,2,73,north,0,3,102
0,2,107,north,0,3,137
0,2,139,north,0,3,171
0,2,144,north,0,3,174
0,2,178,north,0,3,209
0,3,0,east,1,3,5
0,3,6,east,1,3,17
0,3,7,east,1,3,18
0,3,24,east,1,3,41
0,3,25,east,1,3,42
0,3,35,east,1,3,59
0,3,48,east,1,3,76
0,3,56,east,1,3,77
0,3,57,east,1,3,78
0,3,71,east,1,3,94
0,3,80,east,1,3,112
0,3,87,east,1,3,115
0,3,95,east,1,3,118
0,3,96,east,1,3,119
0,3,102,east,1,3,125
0,3,116,east,1,3,143
0,3,121,east,1,3,150
0,3,133,east,1,3,156
0,3,134,east,1,3,158
0,3,137,east,1,3,159
0,3,154,east,1,3,179
0,3,171,east,1,3,189
0,3,172,east,1,3,188
0,3,174,east,1,3,194
0,3,201,east,1,3,221
0,3,209,east,1,3,232
0,3,230,east,1,3,253
0,4,0,south,0,3,7
0,4,7,south,0,3,25
0,4,25,south,0,3,48
0,4,29,south,0,3,57
0,4,48,south,0,3,80
0,4,57,south,0,3,87
0,4,62,south,0,3,96
0,4,80,south,0,3,116
0,4,87,south,0,3,121
0,4,100,south,0,3,133
0,4,101,south,0,3,134
0,4,121,south,0,3,154
0,4,135,south,0,3,172
0,4,169,south,0,3,201
0,4,202,south,0,3,230
0,5,0,south,0,4,7
0,5,7,south,0,4,25
0,5,11,south,0,4,29
0,5,25,south,0,4,48
0,5,29,south,0,4,57
0,5,33,south,0,4,62
