xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,east,1,0,2
0,3,0,east,1,3,5
0,4,0,east,1,4,5
0,6,0,east,1,6,5
0,6,6,east,1,6,15
0,6,21,east,1,6,34
0,6,29,east,1,6,48
0,6,46,east,1,6,60
0,6,55,east,1,6,74
0,6,79,east,1,6,96
0,7,0,south,0,6,6
0,7,6,south,0,6,21
0,7,11,south,0,6,29
0,7,24,south,0,6,46
0,7,30,south,0,6,55
0,7,56,south,0,6,79
0,8,0,south,0,7,6
0,8,1,south,0,7,11
0,8,10,south,0,7,24
0,8,14,south,0,7,30
0,8,31,south,0,7,56
0,9,0,south,0,8,1
0,9,7,south,0,8,14
0,9,22,south,0,8,31
1,0,0,east,2,0,7
1,0,2,east,2,0,12
1,0,9,east,2,0,25
1,1,0,south,1,0,9
1,3,0,east,2,3,10
1,3,5,east,2,3,20
1,3,9,east,2,3,27
1,3,19,east,2,3,44
1,3,26,east,2,3,53
1,3,51,east,2,3,82
1,3,69,east,2,3,99
1,3,81,east,2,3,109
1,3,93,east,2,3,123
1,3,116,east,2,3,146
1,3,133,east,2,3,161
1,3,146,east,2,3,173
1,3,158,east,2,3,186
1,3,180,east,2,3,208
1,4,0,south,1,3,9
1,4,5,south,1,3,19
1,4,9,south,1,3,26
1,4,26,south,1,3,51
1,4,43,south,1,3,69
1,4,51,south,1,3,81
1,4,64,south,1,3,93
1,4,88,south,1,3,116
1,4,105,south,1,3,133
1,4,117,south,1,3,146
1,4,130,south,1,3,158
1,4,151,south,1,3,180
1,5,0,south,1,4,9
1,5,9,south,1,4,26
1,5,19,south,1,4,43
1,5,26,south,1,4,51
1,5,37,south,1,4,64
1,5,59,south,1,4,88
1,5,76,south,1,4,105
1,5,89,south,1,4,117
1,5,102,south,1,4,130
1,5,124,south,1,4,151
1,6,0,south,1,5,9
1,6,5,south,1,5,19
1,6,9,south,1,5,26
1,6,15,south,1,5,37
1,6,34,south,1,5,59
1,6,48,south,1,5,76
1,6,60,south,1,5,89
1,6,74,south,1,5,102
1,6,96,south,1,5,124
1,7,0,south,1,6,9
1,8,0,west,0,8,10
1,9,0,west,0,9,7
1,9,7,west,0,9,22
2,0,0,east,3,0,7
2,0,7,east,3,0,22
2,0,12,east,3,0,32
2,0,25,east,3,0,47
2,3,0,east,3,3,10
2,3,9,east,3,3,27
2,3,10,east,3,3,28
2,3,20,east,3,3,45
2,3,27,east,3,3,54
2,3,44,east,3,3,72
2,3,53,east,3,3,83
2,3,82,east,3,3,110
2,3,99,east,3,3,126
2,3,109,east,3,3,138
2,3,123,east,3,3,148
2,3,146,east,3,3,173
2,3,161,east,3,3,190
2,3,173,east,3,3,201
2,3,186,east,3,3,216
2,4,0,south,2,3,9
2,9,0,west,1,9,7
3,0,0,east,4,0,7
3,0,7,east,4,0,22
3,0,9,east,4,0,25
3,0,22,east,4,0,41
3,0,32,east,4,0,57
3,0,47,east,4,0,68
3,1,0,south,3,0,9
3,3,0,east,4,3,10
3,3,10,east,4,3,28
3,3,27,east,4,3,54
3,3,28,east,4,3,52
3,3,45,east,4,3,73
3,3,54,east,4,3,84
3,3,72,east,4,3,101
3,3,83,east,4,3,111
3,3,110,east,4,3,137
3,3,126,east,4,3,153
3,3,138,east,4,3,168
3,3,148,east,4,3,177
3,3,173,east,4,3,201
3,3,190,east,4,3,218
3,3,201,east,4,3,231
4,0,0,east,5,0,7
4,0,7,east,5,0,22
4,0,22,east,5,0,41
4,0,25,east,5,0,47
4,0,41,east,5,0,63
4,0,57,east,5,0,80
4,0,68,east,5,0,92
4,2,0,east,5,2,10
4,2,9,east,5,2,27
4,2,27,east,5,2,54
4,2,54,east,5,2,84
4,2,83,east,5,2,111
4,2,84,east,5,2,112
4,2,101,east,5,2,129
4,2,111,east,5,2,139
4,2,127,east,5,2,156
4,2,137,east,5,2,169
4,2,168,east,5,2,196
4,2,184,east,5,2,214
4,2,195,east,5,2,223
4,2,205,east,5,2,235
4,3,0,south,4,2,9
4,3,10,south,4,2,27
4,3,28,south,4,2,54
4,3,52,south,4,2,84
4,3,54,south,4,2,83
4,3,73,south,4,2,101
4,3,84,south,4,2,111
4,3,101,south,4,2,127
4,3,111,south,4,2,137
4,3,137,south,4,2,168
4,3,153,south,4,2,184
4,3,168,south,4,2,195
4,3,177,south,4,2,205
4,3,201,south,4,2,230
5,0,0,east,6,0,7
5,0,7,east,6,0,22
5,0,22,east,6,0,41
5,0,41,east,6,0,63
5,0,47,east,6,0,68
5,0,63,east,6,0,87
5,0,80,east,6,0,104
5,0,92,east,6,0,115
5,1,0,north,5,2,9
5,2,0,east,6,2,10
5,2,9,east,6,2,27
5,2,10,east,6,2,28
5,2,27,east,6,2,54
5,2,54,east,6,2,84
5,2,84,east,6,2,112
5,2,111,east,6,2,139
5,2,112,east,6,2,140
5,2,129,east,6,2,157
5,2,139,east,6,2,170
5,2,156,east,6,2,185
5,2,169,east,6,2,197
5,2,196,east,6,2,224
5,2,214,east,6,2,240
5,2,223,east,6,2,245
5,4,0,east,6,4,10
6,0,0,north,6,1,4
6,0,7,north,6,1,16
6,0,8,north,6,1,17
6,0,22,north,6,1,35
6,0,23,north,6,1,36
6,0,33,north,6,1,49
6,0,41,north,6,1,58
6,0,63,north,6,1,85
6,0,68,north,6,1,86
6,0,87,north,6,1,108
6,0,104,north,6,1,120
6,0,115,north,6,1,136
6,1,0,north,6,2,9
6,1,4,north,6,2,18
6,1,16,north,6,2,38
6,1,17,north,6,2,39
6,1,35,north,6,2,61
6,1,36,north,6,2,62
6,1,49,north,6,2,77
6,1,58,north,6,2,86
6,1,85,north,6,2,113
