xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,east,1,0,2
0,2,0,east,1,2,5
0,2,6,east,1,2,15
0,2,19,east,1,2,33
0,2,37,east,1,2,60
0,2,43,east,1,2,63
0,2,70,east,1,2,98
0,2,111,east,1,2,141
0,2,112,east,1,2,143
0,2,153,east,1,2,187
0,2,187,east,1,2,209
0,2,198,east,1,2,231
0,2,225,east,1,2,250
0,2,244,east,1,2,278
0,3,0,south,0,2,6
0,3,6,south,0,2,19
0,3,19,south,0,2,37
0,3,22,south,0,2,43
0,3,43,south,0,2,70
0,3,77,south,0,2,111
0,3,78,south,0,2,112
0,3,118,south,0,2,153
0,3,148,south,0,2,187
0,3,161,south,0,2,198
0,3,187,south,0,2,225
0,3,202,south,0,2,244
0,3,245,south,0,2,286
0,4,0,south,0,3,6
0,4,6,south,0,3,19
0,4,10,south,0,3,22
0,4,22,south,0,3,43
0,4,47,south,0,3,77
0,4,50,south,0,3,78
0,4,83,south,0,3,118
0,4,109,south,0,3,148
0,4,125,south,0,3,161
0,4,148,south,0,3,187
0,4,168,south,0,3,202
0,4,203,south,0,3,245
0,4,246,south,0,3,287
0,5,0,south,0,4,6
0,5,10,south,0,4,22
0,5,27,south,0,4,47
0,5,28,south,0,4,50
0,5,55,south,0,4,83
0,5,74,south,0,4,109
0,5,91,south,0,4,125
0,5,109,south,0,4,148
0,5,131,south,0,4,168
0,5,167,south,0,4,203
0,5,204,south,0,4,246
0,7,0,east,1,7,5
0,7,6,east,1,7,15
0,7,12,east,1,7,25
0,7,30,east,1,7,46
0,7,57,east,1,7,76
0,8,0,south,0,7,6
0,8,1,south,0,7,12
0,8,14,south,0,7,30
0,8,31,south,0,7,57
0,9,0,south,0,8,1
0,9,7,south,0,8,14
0,9,20,south,0,8,31
1,0,0,east,2,0,7
1,0,2,east,2,0,13
1,0,9,east,2,0,23
1,0,26,east,2,0,48
1,0,41,east,2,0,69
1,0,53,east,2,0,84
1,0,55,east,2,0,86
1,0,67,east,2,0,104
1,0,102,east,2,0,142
1,0,140,east,2,0,180
1,0,148,east,2,0,185
1,0,187,east,2,0,226
1,0,231,east,2,0,272
1,0,232,east,2,0,273
1,0,280,east,2,0,319
1,1,0,south,1,0,9
1,1,9,south,1,0,26
1,1,18,south,1,0,41
1,1,26,south,1,0,53
1,1,27,south,1,0,55
1,1,35,south,1,0,67
1,1,62,south,1,0,102
1,1,97,south,1,0,140
1,1,103,south,1,0,148
1,1,141,south,1,0,187
1,1,187,south,1,0,231
1,1,188,south,1,0,232
1,1,231,south,1,0,280
1,1,261,south,1,0,306
1,1,280,south,1,0,324
1,2,0,south,1,1,9
1,2,5,south,1,1,18
1,2,9,south,1,1,26
1,2,10,south,1,1,27
1,2,15,south,1,1,35
1,2,33,south,1,1,62
1,2,60,south,1,1,97
1,2,63,south,1,1,103
