xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,north,0,1,1
0,0,8,north,0,1,14
0,0,24,north,0,1,34
0,0,42,north,0,1,57
0,0,49,north,0,1,62
0,0,66,north,0,1,84
0,0,78,north,0,1,94
0,0,79,north,0,1,95
0,0,96,north,0,1,116
0,0,100,north,0,1,121
0,0,129,north,0,1,146
0,0,130,north,0,1,152
0,0,164,north,0,1,178
0,0,167,north,0,1,190
0,0,194,north,0,1,209
0,0,200,north,0,1,216
0,0,204,north,0,1,226
0,0,210,north,0,1,230
0,0,235,north,0,1,250
0,1,0,north,0,2,5
0,1,1,north,0,2,11
0,1,10,north,0,2,25
0,1,14,north,0,2,32
0,1,34,north,0,2,59
0,1,57,north,0,2,86
0,1,62,north,0,2,93
0,1,84,north,0,2,114
0,1,94,north,0,2,127
0,1,95,north,0,2,128
0,1,116,north,0,2,148
0,1,121,north,0,2,151
0,1,146,north,0,2,176
0,1,152,north,0,2,188
0,1,178,north,0,2,206
0,1,190,north,0,2,224
0,1,209,north,0,2,239
0,1,216,north,0,2,243
0,1,226,north,0,2,257
0,2,0,north,0,3,5
0,2,5,north,0,3,22
0,2,11,north,0,3,31
0,2,25,north,0,3,47
0,2,32,north,0,3,58
0,2,59,north,0,3,83
0,2,86,north,0,3,113
0,2,93,north,0,3,120
0,2,114,north,0,3,145
0,2,127,north,0,3,156
0,2,128,north,0,3,157
0,2,148,north,0,3,175
0,2,151,north,0,3,187
0,2,176,north,0,3,208
0,2,188,north,0,3,217
0,2,206,north,0,3,238
0,2,224,north,0,3,249
0,3,0,east,1,3,4
0,3,5,east,1,3,15
0,3,22,east,1,3,36
0,3,31,east,1,3,50
0,3,47,east,1,3,64
0,3,58,east,1,3,77
0,3,83,east,1,3,105
0,3,113,east,1,3,133
0,3,120,east,1,3,139
0,3,145,east,1,3,166
0,3,156,east,1,3,180
0,3,157,east,1,3,181
0,3,175,east,1,3,201
0,3,187,east,1,3,203
0,3,208,east,1,3,234
0,3,217,east,1,3,236
0,6,0,east,1,6,4
0,7,0,east,1,7,4
0,7,6,east,1,7,16
0,8,0,south,0,7,6
1,0,0,west,0,0,8
1,0,8,west,0,0,24
1,0,24,west,0,0,42
1,0,27,west,0,0,49
1,0,42,west,0,0,66
1,0,51,west,0,0,78
1,0,52,west,0,0,79
1,0,66,west,0,0,96
1,0,72,west,0,0,100
1,0,96,west,0,0,129
1,0,100,west,0,0,130
1,0,129,west,0,0,164
1,0,134,west,0,0,167
1,0,164,west,0,0,194
1,0,165,west,0,0,200
1,0,170,west,0,0,204
1,0,179,west,0,0,210
1,0,202,west,0,0,235
1,0,207,west,0,0,240
1,0,237,west,0,0,266
1,1,0,west,0,1,10
1,3,0,north,1,4,9
1,3,4,north,1,4,20
1,3,15,north,1,4,37
1,3,36,north,1,4,63
1,3,50,north,1,4,80
1,3,64,north,1,4,98
1,3,77,north,1,4,111
1,3,105,north,1,4,139
1,3,133,north,1,4,169
1,3,139,north,1,4,180
1,3,166,north,1,4,203
1,3,180,north,1,4,218
1,3,181,north,1,4,219
1,3,201,north,1,4,236
1,3,203,north,1,4,241
1,4,0,north,1,5,9
1,4,9,north,1,5,28
1,4,10,north,1,5,29
1,4,20,north,1,5,44
1,4,30,north,1,5,56
1,4,37,north,1,5,67
1,4,54,north,1,5,91
1,4,56,north,1,5,90
1,4,63,north,1,5,97
1,4,80,north,1,5,118
1,4,91,north,1,5,124
1,4,98,north,1,5,132
1,4,111,north,1,5,150
1,4,125,north,1,5,162
1,4,139,north,1,5,180
1,4,169,north,1,5,211
1,4,180,north,1,5,218
1,4,203,north,1,5,241
