xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,east,1,0,1
0,2,0,north,0,3,5
0,3,0,east,1,3,4
0,3,5,east,1,3,13
0,3,6,east,1,3,14
0,3,20,east,1,3,31
0,4,0,south,0,3,6
0,4,6,south,0,3,20
0,5,0,south,0,4,6
1,0,0,north,1,1,3
1,0,1,north,1,1,10
1,0,7,north,1,1,15
1,0,21,north,1,1,32
1,0,38,north,1,1,58
1,0,61,north,1,1,90
1,0,94,north,1,1,123
1,0,132,north,1,1,158
1,0,169,north,1,1,194
1,0,174,north,1,1,200
1,0,185,north,1,1,213
1,0,218,north,1,1,244
1,1,0,north,1,2,8
1,1,3,north,1,2,16
1,1,10,north,1,2,27
1,1,15,north,1,2,35
1,1,32,north,1,2,60
1,1,58,north,1,2,93
1,1,90,north,1,2,130
1,1,123,north,1,2,164
1,1,158,north,1,2,200
1,1,194,north,1,2,230
1,1,200,north,1,2,237
1,1,213,north,1,2,248
1,2,0,north,1,3,8
1,2,8,north,1,3,24
1,2,16,north,1,3,39
1,2,27,north,1,3,56
1,2,35,north,1,3,64
1,2,60,north,1,3,96
1,2,93,north,1,3,133
1,2,130,north,1,3,172
1,2,164,north,1,3,205
1,2,200,north,1,3,237
1,2,230,north,1,3,267
1,2,237,north,1,3,270
1,3,0,east,2,3,9
1,3,4,east,2,3,18
1,3,8,east,2,3,25
1,3,13,east,2,3,33
1,3,14,east,2,3,34
1,3,24,east,2,3,50
1,3,31,east,2,3,59
1,3,39,east,2,3,68
1,3,56,east,2,3,92
1,3,64,east,2,3,100
1,3,96,east,2,3,136
1,3,133,east,2,3,175
1,3,172,east,2,3,210
1,3,205,east,2,3,240
1,3,237,east,2,3,271
2,0,0,west,1,0,7
2,0,7,west,1,0,21
2,0,21,west,1,0,38
2,0,38,west,1,0,61
2,0,61,west,1,0,94
2,0,94,west,1,0,132
2,0,132,west,1,0,169
2,0,134,west,1,0,174
2,0,150,west,1,0,185
2,0,184,west,1,0,218
2,0,217,west,1,0,251
2,2,0,north,2,3,8
2,3,0,north,2,4,8
2,3,8,north,2,4,24
2,3,9,north,2,4,25
2,3,18,north,2,4,40
2,3,25,north,2,4,50
2,3,33,north,2,4,62
2,3,34,north,2,4,63
2,3,50,north,2,4,85
2,3,59,north,2,4,95
2,3,68,north,2,4,106
2,3,92,north,2,4,131
2,3,100,north,2,4,140
2,3,136,north,2,4,177
2,3,175,north,2,4,214
2,3,210,north,2,4,246
2,3,240,north,2,4,274
2,4,0,north,2,5,8
2,4,8,north,2,5,24
2,4,24,north,2,5,48
2,4,25,north,2,5,50
2,4,40,north,2,5,69
2,4,50,north,2,5,85
2,4,62,north,2,5,98
2,4,63,north,2,5,99
2,4,85,north,2,5,124
2,4,95,north,2,5,135
2,4,106,north,2,5,147
2,4,131,north,2,5,173
2,4,140,north,2,5,181
2,4,177,north,2,5,216
2,4,214,north,2,5,249
2,4,246,north,2,5,277
2,5,0,east,3,5,9
2,5,8,east,3,5,25
2,5,24,east,3,5,50
2,5,48,east,3,5,85
2,5,50,east,3,5,86
2,5,69,east,3,5,107
2,5,85,east,3,5,125
2,5,98,east,3,5,138
2,5,99,east,3,5,139
2,5,124,east,3,5,167
2,5,135,east,3,5,178
2,5,147,east,3,5,190
2,5,173,east,3,5,212
2,5,181,east,3,5,222
2,5,216,east,3,5,253
2,5,249,east,3,5,280
3,0,0,west,2,0,7
3,0,7,west,2,0,21
3,0,21,west,2,0,38
3,0,38,west,2,0,61
3,0,61,west,2,0,94
3,0,94,west,2,0,132
3,0,97,west,2,0,134
3,0,116,west,2,0,150
3,0,151,west,2,0,184
3,0,183,west,2,0,217
3,0,219,west,2,0,250
3,0,224,west,2,0,255
3,5,0,north,3,6,8
3,5,9,north,3,6,25
3,5,25,north,3,6,50
3,5,50,north,3,6,85
3,5,85,north,3,6,124
3,5,86,north,3,6,125
3,5,107,north,3,6,146
3,5,125,north,3,6,167
3,5,138,north,3,6,179
3,5,139,north,3,6,180
3,5,167,north,3,6,206
3,5,178,north,3,6,215
3,5,190,north,3,6,228
3,5,212,north,3,6,247
3,5,222,north,3,6,258
3,5,253,north,3,6,282
3,6,0,north,3,7,8
3,6,8,north,3,7,24
3,6,25,north,3,7,50
3,6,50,north,3,7,85
3,6,85,north,3,7,124
3,6,124,north,3,7,166
3,6,125,north,3,7,167
3,6,146,north,3,7,191
3,6,167,north,3,7,206
3,6,179,north,3,7,220
3,6,180,north,3,7,221
3,6,206,north,3,7,241
3,6,215,north,3,7,252
3,6,228,north,3,7,263
3,6,247,north,3,7,279
3,6,258,north,3,7,285
3,7,0,east,4,7,9
3,7,8,east,4,7,25
3,7,24,east,4,7,50
3,7,50,east,4,7,86
3,7,85,east,4,7,125
3,7,124,east,4,7,167
3,7,166,east,4,7,206
3,7,167,east,4,7,207
3,7,191,east,4,7,229
3,7,206,east,4,7,242
3,7,220,east,4,7,256
3,7,221,east,4,7,257
3,7,241,east,4,7,275
3,7,252,east,4,7,281
3,7,263,east,4,7,287
3,9,0,east,4,9,7
4,0,0,west,3,0,7
4,0,7,west,3,0,21
4,0,21,west,3,0,38
4,0,38,west,3,0,61
4,0,61,west,3,0,94
4,0,67,west,3,0,97
4,0,81,west,3,0,116
4,0,115,west,3,0,151
4,0,149,west,3,0,183
4,0,182,west,3,0,219
4,0,193,west,3,0,224
4,0,223,west,3,0,254
4,4,0,east,5,4,9
4,6,0,north,4,7,8
4,7,0,north,4,8,8
4,7,8,north,4,8,24
4,7,9,north,4,8,25
4,7,25,north,4,8,50
4,7,50,north,4,8,85
4,7,86,north,4,8,125
4,7,125,north,4,8,167
4,7,167,north,4,8,206
4,7,206,north,4,8,241
4,7,207,north,4,8,242
4,7,229,north,4,8,264
4,7,242,north,4,8,275
4,7,256,north,4,8,283
4,7,257,north,4,8,284
4,7,275,north,4,8,291
4,8,0,east,5,8,9
4,8,3,east,5,8,17
4,8,8,east,5,8,25
4,8,15,east,5,8,36
4,8,24,east,5,8,50
4,8,25,east,5,8,51
4,8,50,east,5,8,86
4,8,85,east,5,8,125
4,8,125,east,5,8,165
4,8,167,east,5,8,207
4,8,206,east,5,8,242
4,8,241,east,5,8,275
4,8,242,east,5,8,276
4,8,264,east,5,8,288
4,8,275,east,5,8,292
4,9,0,south,4,8,3
4,9,7,south,4,8,15
5,0,0,west,4,0,7
5,0,7,west,4,0,21
5,0,21,west,4,0,38
5,0,38,west,4,0,61
5,0,43,west,4,0,67
5,0,55,west,4,0,81
5,0,83,west,4,0,115
5,0,114,west,4,0,149
5,0,148,west,4,0,182
5,0,157,west,4,0,193
5,0,192,west,4,0,223
5,0,231,west,4,0,259
5,0,232,west,4,0,260
5,3,0,east,6,3,9
5,3,8,east,6,3,25
5,3,25,east,6,3,51
5,4,0,south,5,3,8
5,4,9,south,5,3,25
5,7,0,north,5,8,8
5,8,0,east,6,8,9
5,8,8,east,6,8,25
5,8,9,east,6,8,26
5,8,17,east,6,8,41
5,8,25,east,6,8,51
5,8,36,east,6,8,65
5,8,50,east,6,8,86
5,8,51,east,6,8,87
5,8,86,east,6,8,126
5,8,125,east,6,8,165
5,8,165,east,6,8,208
5,8,207,east,6,8,243
5,8,242,east,6,8,276
5,8,275,east,6,8,292
5,8,276,east,6,8,293
6,0,0,west,5,0,7
6,0,7,west,5,0,21
6,0,21,west,5,0,38
6,0,23,west,5,0,43
6,0,30,west,5,0,55
6,0,54,west,5,0,83
6,0,80,west,5,0,114
6,0,113,west,5,0,148
6,0,122,west,5,0,157
6,0,156,west,5,0,192
6,0,198,west,5,0,231
6,0,199,west,5,0,232
6,0,235,west,5,0,265
6,0,236,west,5,0,266
6,3,0,east,7,3,9
6,3,9,east,7,3,26
6,3,25,east,7,3,51
6,3,51,east,7,3,87
6,5,0,north,6,6,8
6,6,0,north,6,7,8
6,6,8,north,6,7,24
6,6,9,north,6,7,25
6,7,0,north,6,8,8
6,7,8,north,6,8,24
6,7,24,north,6,8,48
6,7,25,north,6,8,50
6,8,0,north,6,9,8
6,8,8,north,6,9,24
6,8,9,north,6,9,25
6,8,24,north,6,9,48
6,8,25,north,6,9,50
6,8,26,north,6,9,51
6,8,41,north,6,9,70
6,8,48,north,6,9,84
6,8,50,north,6,9,85
6,8,51,north,6,9,86
6,8,65,north,6,9,101
6,8,86,north,6,9,125
6,8,87,north,6,9,126
6,8,126,north,6,9,165
6,8,165,north,6,9,207
6,8,208,north,6,9,243
6,8,243,north,6,9,276
6,8,276,north,6,9,292
6,9,0,east,7,9,7
6,9,8,east,7,9,23
6,9,24,east,7,9,45
6,9,25,east,7,9,47
6,9,48,east,7,9,75
6,9,50,east,7,9,77
6,9,51,east,7,9,79
6,9,70,east,7,9,101
6,9,84,east,7,9,117
6,9,85,east,7,9,118
6,9,86,east,7,9,119
6,9,101,east,7,9,137
6,9,125,east,7,9,159
6,9,126,east,7,9,161
6,9,165,east,7,9,202
6,9,207,east,7,9,238
6,9,243,east,7,9,272
6,9,276,east,7,9,290
7,0,0,west,6,0,7
7,0,7,west,6,0,21
7,0,8,west,6,0,23
7,0,11,west,6,0,30
7,0,29,west,6,0,54
7,0,53,west,6,0,80
7,0,82,west,6,0,113
7,0,89,west,6,0,122
7,0,121,west,6,0,156
7,0,162,west,6,0,198
7,0,163,west,6,0,199
