xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,east,1,0,1
0,0,5,east,1,0,12
0,0,20,east,1,0,29
0,1,0,south,0,0,5
0,1,5,south,0,0,20
0,2,0,south,0,1,5
0,7,0,east,1,7,4
0,7,5,east,1,7,13
0,8,0,south,0,7,5
1,0,0,east,2,0,6
1,0,1,east,2,0,11
1,0,8,east,2,0,23
1,0,12,east,2,0,30
1,0,25,east,2,0,43
1,0,29,east,2,0,50
1,0,46,east,2,0,68
1,0,48,east,2,0,70
1,1,0,south,1,0,8
1,1,8,south,1,0,25
1,1,25,south,1,0,46
1,1,26,south,1,0,48
1,2,0,south,1,1,8
1,2,8,south,1,1,25
1,2,9,south,1,1,26
1,3,0,south,1,2,8
1,6,0,north,1,7,8
1,7,0,east,2,7,9
1,7,4,east,2,7,19
1,7,8,east,2,7,26
1,7,13,east,2,7,33
2,0,0,east,3,0,6
2,0,6,east,3,0,21
2,0,8,east,3,0,23
2,0,11,east,3,0,31
2,0,23,east,3,0,41
2,0,30,east,3,0,51
2,0,43,east,3,0,65
2,0,50,east,3,0,71
2,0,68,east,3,0,95
2,0,70,east,3,0,96
2,1,0,south,2,0,8
2,2,0,west,1,2,9
2,4,0,north,2,5,8
2,5,0,east,3,5,9
2,5,8,east,3,5,26
2,7,0,east,3,7,9
2,7,8,east,3,7,26
2,7,9,east,3,7,27
2,7,19,east,3,7,40
2,7,26,east,3,7,49
2,7,33,east,3,7,59
2,8,0,south,2,7,8
3,0,0,east,4,0,6
3,0,6,east,4,0,21
3,0,21,east,4,0,36
3,0,23,east,4,0,41
3,0,31,east,4,0,52
3,0,41,east,4,0,60
3,0,51,east,4,0,73
3,0,65,east,4,0,89
3,0,71,east,4,0,97
3,0,95,east,4,0,117
3,0,96,east,4,0,118
3,2,0,east,4,2,9
3,3,0,east,4,3,9
3,5,0,north,3,6,8
3,5,9,north,3,6,26
3,5,26,north,3,6,48
3,6,0,east,4,6,9
3,6,8,east,4,6,26
3,6,25,east,4,6,48
3,6,26,east,4,6,49
3,6,48,east,4,6,76
3,6,49,east,4,6,77
3,6,63,east,4,6,93
3,6,64,east,4,6,94
3,6,76,east,4,6,103
3,6,87,east,4,6,113
3,7,0,south,3,6,8
3,7,8,south,3,6,25
3,7,9,south,3,6,26
3,7,26,south,3,6,48
3,7,27,south,3,6,49
3,7,39,south,3,6,63
3,7,40,south,3,6,64
3,7,49,south,3,6,76
3,7,59,south,3,6,87
3,8,0,south,3,7,8
3,8,9,south,3,7,26
3,8,18,south,3,7,39
4,0,0,east,5,0,6
4,0,6,east,5,0,21
4,0,21,east,5,0,36
4,0,36,east,5,0,56
4,0,41,east,5,0,60
4,0,52,east,5,0,72
4,0,60,east,5,0,83
4,0,73,east,5,0,98
4,0,89,east,5,0,110
4,0,97,east,5,0,124
4,0,117,east,5,0,138
4,0,118,east,5,0,139
4,1,0,north,4,2,8
4,2,0,north,4,3,8
4,2,8,north,4,3,25
4,2,9,north,4,3,26
4,3,0,east,5,3,9
4,3,8,east,5,3,26
4,3,9,east,5,3,27
4,3,25,east,5,3,48
4,3,26,east,5,3,49
4,4,0,east,5,4,9
4,6,0,east,5,6,9
4,6,9,east,5,6,27
4,6,26,east,5,6,49
4,6,48,east,5,6,76
4,6,49,east,5,6,77
4,6,76,east,5,6,103
4,6,77,east,5,6,104
4,6,93,east,5,6,122
4,6,94,east,5,6,123
4,6,103,east,5,6,130
4,6,113,east,5,6,143
4,8,0,west,3,8,9
4,8,3,west,3,8,18
4,9,0,south,4,8,3
5,0,0,north,5,1,3
5,0,6,north,5,1,14
5,0,7,north,5,1,15
5,0,21,north,5,1,32
5,0,36,north,5,1,54
5,0,56,north,5,1,79
5,0,60,north,5,1,81
5,0,72,north,5,1,88
5,0,83,north,5,1,105
5,0,98,north,5,1,109
5,0,110,north,5,1,132
5,0,124,north,5,1,135
5,0,138,north,5,1,158
5,0,139,north,5,1,159
5,1,0,north,5,2,8
5,1,3,north,5,2,16
5,1,9,north,5,2,26
5,1,14,north,5,2,34
5,1,15,north,5,2,35
5,1,32,north,5,2,55
5,1,54,north,5,2,81
5,1,79,north,5,2,105
5,1,81,north,5,2,107
5,1,88,north,5,2,116
5,1,105,north,5,2,132
5,1,109,north,5,2,137
5,1,132,north,5,2,158
5,1,135,north,5,2,163
5,1,158,north,5,2,184
5,1,159,north,5,2,185
5,2,0,north,5,3,8
5,2,8,north,5,3,25
5,2,16,north,5,3,37
5,2,26,north,5,3,48
5,2,34,north,5,3,57
5,2,35,north,5,3,58
5,2,55,north,5,3,82
5,2,81,north,5,3,107
5,2,105,north,5,3,132
5,2,107,north,5,3,134
5,2,116,north,5,3,144
5,2,132,north,5,3,158
5,2,137,north,5,3,165
5,2,158,north,5,3,184
5,2,163,north,5,3,189
5,2,184,north,5,3,212
5,2,185,north,5,3,210
5,3,0,north,5,4,8
5,3,8,north,5,4,25
5,3,9,north,5,4,26
5,3,25,north,5,4,46
5,3,26,north,5,4,48
5,3,27,north,5,4,49
5,3,37,north,5,4,61
5,3,48,north,5,4,75
5,3,49,north,5,4,76
5,3,57,north,5,4,84
5,3,58,north,5,4,85
5,3,82,north,5,4,108
5,3,107,north,5,4,134
5,3,132,north,5,4,158
5,3,134,north,5,4,161
5,3,144,north,5,4,171
5,3,158,north,5,4,184
5,3,165,north,5,4,191
5,3,184,north,5,4,212
5,4,0,east,6,4,9
5,4,8,east,6,4,26
5,4,9,east,6,4,27
5,4,25,east,6,4,48
5,4,26,east,6,4,49
5,4,46,east,6,4,75
5,4,48,east,6,4,76
5,4,49,east,6,4,77
5,4,61,east,6,4,92
5,4,75,east,6,4,102
5,4,76,east,6,4,103
5,4,84,east,6,4,111
5,4,85,east,6,4,112
5,4,108,east,6,4,136
5,4,134,east,6,4,162
5,4,158,east,6,4,185
5,4,161,east,6,4,187
5,4,171,east,6,4,196
5,4,184,east,6,4,210
5,6,0,east,6,6,9
5,6,8,east,6,6,26
5,6,9,east,6,6,27
5,6,27,east,6,6,47
5,6,49,east,6,6,77
5,6,76,east,6,6,103
5,6,77,east,6,6,104
5,6,103,east,6,6,130
5,6,104,east,6,6,131
5,6,122,east,6,6,148
5,6,123,east,6,6,149
5,6,130,east,6,6,157
5,6,143,east,6,6,170
5,7,0,south,5,6,8
6,0,0,west,5,0,7
6,1,0,west,5,1,9
6,2,0,east,7,2,9
6,4,0,east,7,4,9
6,4,8,east,7,4,26
6,4,9,east,7,4,27
6,4,25,east,7,4,48
6,4,26,east,7,4,49
6,4,27,east,7,4,47
6,4,48,east,7,4,76
6,4,49,east,7,4,77
6,4,75,east,7,4,102
6,4,76,east,7,4,103
6,4,77,east,7,4,104
6,4,92,east,7,4,121
6,4,102,east,7,4,127
6,4,103,east,7,4,130
6,4,111,east,7,4,140
6,4,112,east,7,4,141
6,4,127,east,7,4,156
6,4,136,east,7,4,164
6,4,155,east,7,4,182
6,4,156,east,7,4,183
6,4,162,east,7,4,188
6,4,182,east,7,4,208
6,4,183,east,7,4,209
6,4,185,east,7,4,211
6,4,187,east,7,4,214
6,4,199,east,7,4,224
6,4,200,east,7,4,223
6,4,208,east,7,4,231
6,5,0,south,6,4,8
6,5,8,south,6,4,25
6,5,26,south,6,4,48
6,5,48,south,6,4,75
6,5,49,south,6,4,76
6,5,77,south,6,4,103
6,5,103,south,6,4,127
6,5,127,south,6,4,155
6,5,130,south,6,4,156
6,5,156,south,6,4,182
6,5,157,south,6,4,183
6,5,174,south,6,4,199
6,5,175,south,6,4,200
6,5,183,south,6,4,208
6,5,195,south,6,4,221
6,6,0,south,6,5,8
6,6,9,south,6,5,26
6,6,26,south,6,5,48
6,6,27,south,6,5,49
6,6,47,south,6,5,77
6,6,77,south,6,5,103
6,6,103,south,6,5,127
6,6,104,south,6,5,130
6,6,130,south,6,5,156
6,6,131,south,6,5,157
6,6,148,south,6,5,174
6,6,149,south,6,5,175
6,6,157,south,6,5,183
6,6,170,south,6,5,195
6,8,0,east,7,8,9
7,0,0,east,8,0,6
7,2,0,east,8,2,9
7,2,9,east,8,2,27
7,4,0,east,8,4,9
7,4,9,east,8,4,27
7,4,26,east,8,4,49
7,4,27,east,8,4,47
7,4,47,east,8,4,78
7,4,48,east,8,4,76
7,4,49,east,8,4,77
7,4,76,east,8,4,103
7,4,77,east,8,4,104
7,4,102,east,8,4,127
7,4,103,east,8,4,130
7,4,104,east,8,4,131
7,4,121,east,8,4,145
7,4,127,east,8,4,156
7,4,130,east,8,4,157
7,4,140,east,8,4,168
7,4,141,east,8,4,169
7,4,156,east,8,4,183
7,4,164,east,8,4,190
7,4,182,east,8,4,208
7,4,183,east,8,4,209
7,4,188,east,8,4,215
7,4,208,east,8,4,231
7,4,209,east,8,4,232
7,7,0,north,7,8,8
7,8,0,north,7,9,8
7,8,8,north,7,9,25
7,8,9,north,7,9,26
7,9,0,east,8,9,7
7,9,8,east,8,9,24
7,9,25,east,8,9,44
7,9,26,east,8,9,45
8,0,0,north,8,1,3
8,0,2,north,8,1,10
8,0,6,north,8,1,14
8,1,0,north,8,2,8
8,1,3,north,8,2,16
8,1,10,north,8,2,28
8,1,14,north,8,2,34
8,2,0,north,8,3,8
8,2,8,north,8,3,25
8,2,9,north,8,3,26
8,2,16,north,8,3,37
8,2,27,north,8,3,49
8,2,28,north,8,3,53
8,2,34,north,8,3,57
8,3,0,north,8,4,8
8,3,4,north,8,4,17
8,3,8,north,8,4,25
8,3,25,north,8,4,46
8,3,26,north,8,4,48
8,3,37,north,8,4,61
8,3,49,north,8,4,76
8,3,53,north,8,4,80
8,3,57,north,8,4,84
8,4,0,north,8,5,8
8,4,8,north,8,5,25
8,4,9,north,8,5,26
8,4,17,north,8,5,38
8,4,25,north,8,5,46
8,4,27,north,8,5,49
8,4,46,north,8,5,74
8,4,47,north,8,5,77
8,4,48,north,8,5,75
8,4,49,north,8,5,76
8,4,61,north,8,5,90
8,4,76,north,8,5,102
8,4,77,north,8,5,103
8,4,78,north,8,5,104
8,4,80,north,8,5,106
8,4,84,north,8,5,114
8,4,103,north,8,5,127
8,4,104,north,8,5,130
8,4,127,north,8,5,155
8,4,130,north,8,5,156
8,4,131,north,8,5,157
8,4,145,north,8,5,173
8,4,156,north,8,5,182
8,4,157,north,8,5,183
8,4,168,north,8,5,193
8,4,169,north,8,5,194
8,4,183,north,8,5,208
8,4,190,north,8,5,216
8,4,208,north,8,5,230
8,4,209,north,8,5,231
8,5,0,north,8,6,8
8,5,4,north,8,6,17
8,5,8,north,8,6,25
8,5,25,north,8,6,46
8,5,26,north,8,6,48
8,5,38,north,8,6,62
8,5,46,north,8,6,74
8,5,49,north,8,6,76
8,5,74,north,8,6,100
8,5,75,north,8,6,101
8,5,76,north,8,6,102
8,5,77,north,8,6,103
8,5,90,north,8,6,119
8,5,102,north,8,6,129
8,5,103,north,8,6,127
8,5,104,north,8,6,130
8,5,106,north,8,6,133
8,5,114,north,8,6,142
8,5,127,north,8,6,155
8,5,130,north,8,6,156
8,5,155,north,8,6,181
8,5,156,north,8,6,182
8,5,157,north,8,6,183
8,5,173,north,8,6,198
8,5,182,north,8,6,207
8,5,183,north,8,6,208
8,5,193,north,8,6,219
8,5,194,north,8,6,220
8,5,208,north,8,6,230
8,6,0,north,8,7,8
8,6,4,north,8,7,17
8,6,8,north,8,7,25
8,6,17,north,8,7,38
8,6,25,north,8,7,46
8,6,46,north,8,7,74
8,6,48,north,8,7,75
8,6,62,north,8,7,91
8,6,74,north,8,7,100
8,6,76,north,8,7,102
8,6,100,north,8,7,126
8,6,101,north,8,7,128
