xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,east,1,0,1
1,0,0,east,2,0,6
1,0,1,east,2,0,10
1,0,8,east,2,0,20
1,1,0,south,1,0,8
1,3,0,east,2,3,9
2,0,0,east,3,0,6
2,0,6,east,3,0,18
2,0,10,east,3,0,26
2,0,20,east,3,0,36
2,3,0,east,3,3,9
2,3,8,east,3,3,24
2,3,9,east,3,3,25
2,4,0,south,2,3,8
3,0,0,east,4,0,6
3,0,6,east,4,0,18
3,0,8,east,4,0,20
3,0,18,east,4,0,31
3,0,23,east,4,0,38
3,0,26,east,4,0,45
3,0,36,east,4,0,55
3,0,41,east,4,0,61
3,0,65,east,4,0,87
3,0,66,east,4,0,89
3,0,94,east,4,0,117
3,0,95,east,4,0,114
3,1,0,south,3,0,8
3,1,8,south,3,0,23
3,1,23,south,3,0,41
3,1,41,south,3,0,65
3,1,43,south,3,0,66
3,1,66,south,3,0,94
3,1,67,south,3,0,95
3,2,0,south,3,1,8
3,2,8,south,3,1,23
3,2,23,south,3,1,41
3,2,24,south,3,1,43
3,2,43,south,3,1,66
3,2,44,south,3,1,67
3,3,0,south,3,2,8
3,3,8,south,3,2,23
3,3,9,south,3,2,24
3,3,24,south,3,2,43
3,3,25,south,3,2,44
3,4,0,south,3,3,8
3,7,0,east,4,7,9
4,0,0,east,5,0,6
4,0,6,east,5,0,18
4,0,8,east,5,0,20
4,0,18,east,5,0,31
4,0,20,east,5,0,36
4,0,23,east,5,0,38
4,0,31,east,5,0,49
4,0,38,east,5,0,59
4,0,41,east,5,0,61
4,0,45,east,5,0,63
4,0,55,east,5,0,76
4,0,61,east,5,0,85
4,0,87,east,5,0,113
4,0,89,east,5,0,112
4,0,114,east,5,0,143
4,0,117,east,5,0,142
4,1,0,south,4,0,8
4,1,8,south,4,0,23
4,1,23,south,4,0,41
4,2,0,south,4,1,8
4,2,8,south,4,1,23
4,3,0,south,4,2,8
4,5,0,east,5,5,9
4,6,0,east,5,6,9
4,6,8,east,5,6,24
4,6,24,east,5,6,44
