xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,east,1,0,1
0,0,5,east,1,0,11
0,0,16,east,1,0,24
0,0,35,east,1,0,49
0,0,60,east,1,0,77
0,1,0,south,0,0,5
0,1,5,south,0,0,16
0,1,18,south,0,0,35
0,1,37,south,0,0,60
0,2,0,south,0,1,5
0,2,8,south,0,1,18
0,2,21,south,0,1,37
1,0,0,east,2,0,6
1,0,1,east,2,0,10
1,0,7,east,2,0,19
1,0,11,east,2,0,25
1,0,24,east,2,0,44
1,0,49,east,2,0,73
1,0,77,east,2,0,102
1,1,0,south,1,0,7
1,2,0,west,0,2,8
1,2,7,west,0,2,21
1,3,0,south,1,2,7
2,0,0,east,3,0,6
2,0,6,east,3,0,17
2,0,10,east,3,0,26
2,0,19,east,3,0,36
2,0,25,east,3,0,45
2,0,44,east,3,0,65
2,0,73,east,3,0,98
2,0,102,east,3,0,129
3,0,0,east,4,0,6
3,0,6,east,4,0,17
3,0,7,east,4,0,19
3,0,17,east,4,0,32
3,0,20,east,4,0,38
3,0,26,east,4,0,46
3,0,36,east,4,0,58
3,0,45,east,4,0,67
3,0,65,east,4,0,91
3,0,98,east,4,0,124
3,0,129,east,4,0,154
3,1,0,south,3,0,7
3,1,7,south,3,0,20
3,2,0,south,3,1,7
3,3,0,east,4,3,8
4,0,0,east,5,0,6
4,0,6,east,5,0,17
4,0,17,east,5,0,32
4,0,19,east,5,0,36
4,0,32,east,5,0,53
4,0,38,east,5,0,62
4,0,46,east,5,0,66
4,0,58,east,5,0,84
4,0,67,east,5,0,92
4,0,91,east,5,0,117
4,0,124,east,5,0,149
4,0,154,east,5,0,181
4,2,0,north,4,3,7
4,3,0,east,5,3,8
4,3,7,east,5,3,21
4,3,8,east,5,3,22
5,0,0,east,6,0,6
5,0,6,east,6,0,17
5,0,7,east,6,0,19
5,0,17,east,6,0,32
5,0,20,east,6,0,38
5,0,32,east,6,0,53
5,0,36,east,6,0,58
5,0,53,east,6,0,79
5,0,62,east,6,0,88
5,0,66,east,6,0,93
5,0,84,east,6,0,113
5,0,92,east,6,0,119
5,0,117,east,6,0,145
5,0,149,east,6,0,176
5,0,181,east,6,0,206
5,1,0,south,5,0,7
5,1,7,south,5,0,20
5,2,0,south,5,1,7
5,3,0,east,6,3,8
5,3,8,east,6,3,22
5,3,21,east,6,3,43
5,3,22,east,6,3,41
6,0,0,east,7,0,6
6,0,6,east,7,0,17
6,0,17,east,7,0,32
6,0,19,east,7,0,36
6,0,32,east,7,0,53
6,0,38,east,7,0,62
6,0,53,east,7,0,79
6,0,58,east,7,0,84
6,0,79,east,7,0,104
6,0,88,east,7,0,115
6,0,93,east,7,0,118
6,0,113,east,7,0,138
6,0,119,east,7,0,146
6,0,145,east,7,0,174
6,0,176,east,7,0,204
6,3,0,east,7,3,8
6,3,7,east,7,3,21
6,3,8,east,7,3,22
6,3,22,east,7,3,41
6,3,41,east,7,3,72
6,3,43,east,7,3,71
6,4,0,south,6,3,7
6,6,0,east,7,6,8
7,0,0,east,8,0,6
7,0,6,east,8,0,17
7,0,17,east,8,0,32
7,0,32,east,8,0,53
7,0,36,east,8,0,58
7,0,53,east,8,0,79
7,0,62,east,8,0,88
7,0,79,east,8,0,104
7,0,84,east,8,0,113
7,0,104,east,8,0,133
7,0,115,east,8,0,143
7,0,118,east,8,0,147
7,0,138,east,8,0,165
7,0,146,east,8,0,175
7,0,174,east,8,0,202
7,2,0,east,8,2,8
7,2,7,east,8,2,21
7,2,21,east,8,2,43
7,2,42,east,8,2,70
7,2,43,east,8,2,71
7,2,71,east,8,2,101
7,2,100,east,8,2,131
7,2,101,east,8,2,132
7,3,0,south,7,2,7
7,3,8,south,7,2,21
7,3,21,south,7,2,42
7,3,22,south,7,2,43
7,3,41,south,7,2,71
7,3,71,south,7,2,100
7,3,72,south,7,2,101
7,5,0,north,7,6,7
7,6,0,east,8,6,8
7,6,7,east,8,6,21
7,6,8,east,8,6,22
7,7,0,east,8,7,8
8,0,0,north,8,1,3
8,0,2,north,8,1,9
8,0,6,north,8,1,13
8,0,17,north,8,1,28
