xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,east,1,0,1
0,0,6,east,1,0,13
0,1,0,south,0,0,6
0,6,0,north,0,7,5
0,7,0,east,1,7,4
0,7,5,east,1,7,14
1,0,0,east,2,0,7
1,0,1,east,2,0,11
1,0,9,east,2,0,23
1,0,13,east,2,0,29
1,0,26,east,2,0,43
1,0,47,east,2,0,71
1,1,0,south,1,0,9
1,1,9,south,1,0,26
1,1,26,south,1,0,47
1,2,0,south,1,1,9
1,2,9,south,1,1,26
1,3,0,south,1,2,9
1,7,0,east,2,7,10
1,7,4,east,2,7,20
1,7,14,east,2,7,32
1,8,0,east,2,8,10
1,8,3,east,2,8,19
1,9,0,south,1,8,3
2,0,0,east,3,0,7
2,0,7,east,3,0,21
2,0,11,east,3,0,30
2,0,23,east,3,0,41
2,0,29,east,3,0,51
2,0,43,east,3,0,68
2,0,71,east,3,0,100
2,2,0,east,3,2,10
2,2,9,east,3,2,27
2,3,0,south,2,2,9
2,5,0,north,2,6,9
2,6,0,north,2,7,9
2,6,9,north,2,7,26
2,6,10,north,2,7,27
2,7,0,north,2,8,9
2,7,9,north,2,8,26
2,7,10,north,2,8,27
2,7,20,north,2,8,39
2,7,26,north,2,8,47
2,7,27,north,2,8,49
2,7,32,north,2,8,57
2,8,0,east,3,8,10
2,8,3,east,3,8,19
2,8,9,east,3,8,27
2,8,10,east,3,8,28
2,8,19,east,3,8,40
2,8,26,east,3,8,49
2,8,27,east,3,8,50
2,8,39,east,3,8,66
2,8,47,east,3,8,79
2,8,49,east,3,8,80
2,8,57,east,3,8,90
2,9,0,south,2,8,3
3,0,0,east,4,0,7
3,0,7,east,4,0,21
3,0,9,east,4,0,23
3,0,21,east,4,0,35
3,0,30,east,4,0,52
3,0,41,east,4,0,60
3,0,51,east,4,0,76
3,0,68,east,4,0,94
3,0,100,east,4,0,132
3,1,0,south,3,0,9
3,2,0,east,4,2,10
3,2,10,east,4,2,28
3,2,27,east,4,2,50
3,5,0,east,4,5,10
3,6,0,west,2,6,10
3,7,0,north,3,8,9
3,8,0,east,4,8,10
3,8,9,east,4,8,27
3,8,10,east,4,8,28
3,8,19,east,4,8,40
3,8,27,east,4,8,50
3,8,28,east,4,8,48
3,8,40,east,4,8,67
3,8,49,east,4,8,80
3,8,50,east,4,8,81
3,8,66,east,4,8,99
3,8,79,east,4,8,114
3,8,80,east,4,8,115
3,8,90,east,4,8,130
4,0,0,east,5,0,7
4,0,7,east,5,0,21
4,0,21,east,5,0,35
4,0,23,east,5,0,41
4,0,35,east,5,0,55
4,0,52,east,5,0,75
4,0,60,east,5,0,88
4,0,76,east,5,0,104
4,0,94,east,5,0,126
4,0,132,east,5,0,169
4,2,0,east,5,2,10
4,2,9,east,5,2,27
4,2,10,east,5,2,28
4,2,28,east,5,2,48
4,2,50,east,5,2,81
4,3,0,south,4,2,9
4,4,0,east,5,4,10
4,4,9,east,5,4,27
4,4,27,east,5,4,50
4,5,0,south,4,4,9
4,5,10,south,4,4,27
4,8,0,north,4,9,9
4,8,10,north,4,9,27
4,8,27,north,4,9,49
4,8,28,north,4,9,50
4,8,40,north,4,9,65
4,8,48,north,4,9,81
4,8,50,north,4,9,80
4,8,67,north,4,9,98
4,8,80,north,4,9,114
4,8,81,north,4,9,115
4,8,99,north,4,9,136
4,8,114,north,4,9,155
4,8,115,north,4,9,152
4,8,130,north,4,9,172
4,9,0,east,5,9,8
4,9,9,east,5,9,24
4,9,27,east,5,9,45
4,9,49,east,5,9,73
4,9,50,east,5,9,74
4,9,65,east,5,9,93
4,9,80,east,5,9,108
4,9,81,east,5,9,109
4,9,98,east,5,9,131
4,9,114,east,5,9,145
4,9,115,east,5,9,148
4,9,136,east,5,9,175
4,9,152,east,5,9,189
4,9,155,east,5,9,188
4,9,172,east,5,9,208
5,0,0,east,6,0,7
5,0,7,east,6,0,21
5,0,21,east,6,0,35
5,0,35,east,6,0,55
5,0,41,east,6,0,60
5,0,55,east,6,0,85
5,0,75,east,6,0,105
5,0,88,east,6,0,121
5,0,104,east,6,0,139
5,0,126,east,6,0,164
5,0,169,east,6,0,205
5,2,0,east,6,2,10
5,2,9,east,6,2,27
5,2,10,east,6,2,28
5,2,27,east,6,2,50
