xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,east,1,0,1
0,0,6,east,1,0,14
0,0,22,east,1,0,33
0,0,43,east,1,0,59
0,0,71,east,1,0,86
0,1,0,south,0,0,6
0,1,6,south,0,0,22
0,1,22,south,0,0,43
0,1,43,south,0,0,71
0,2,0,south,0,1,6
0,2,6,south,0,1,22
0,2,22,south,0,1,43
0,3,0,south,0,2,6
0,3,6,south,0,2,22
0,4,0,south,0,3,6
0,6,0,north,0,7,5
0,7,0,north,0,8,5
0,7,5,north,0,8,21
0,8,0,north,0,9,5
0,8,5,north,0,9,21
0,8,21,north,0,9,42
0,9,0,east,1,9,2
0,9,5,east,1,9,15
0,9,21,east,1,9,32
0,9,42,east,1,9,58
1,0,0,east,2,0,7
1,0,1,east,2,0,12
1,0,9,east,2,0,26
1,0,14,east,2,0,34
1,0,33,east,2,0,60
1,0,59,east,2,0,91
1,0,86,east,2,0,116
1,1,0,south,1,0,9
1,5,0,north,1,6,9
1,6,0,east,2,6,10
1,6,9,east,2,6,29
1,8,0,north,1,9,9
1,9,0,east,2,9,8
1,9,2,east,2,9,13
1,9,9,east,2,9,27
1,9,15,east,2,9,35
1,9,32,east,2,9,61
1,9,58,east,2,9,90
2,0,0,east,3,0,7
2,0,7,east,3,0,23
2,0,9,east,3,0,26
2,0,12,east,3,0,36
2,0,26,east,3,0,50
2,0,28,east,3,0,53
2,0,34,east,3,0,62
2,0,55,east,3,0,84
2,0,60,east,3,0,87
2,0,91,east,3,0,117
2,0,94,east,3,0,123
2,0,116,east,3,0,149
2,1,0,south,2,0,9
2,1,9,south,2,0,28
2,1,28,south,2,0,55
2,1,55,south,2,0,94
2,2,0,south,2,1,9
2,2,9,south,2,1,28
2,2,28,south,2,1,55
2,3,0,south,2,2,9
2,3,9,south,2,2,28
2,4,0,south,2,3,9
2,6,0,east,3,6,10
2,6,10,east,3,6,30
2,6,29,east,3,6,57
2,8,0,north,2,9,9
2,9,0,east,3,9,8
2,9,8,east,3,9,24
2,9,9,east,3,9,27
2,9,13,east,3,9,37
2,9,27,east,3,9,51
2,9,35,east,3,9,63
2,9,61,east,3,9,88
2,9,90,east,3,9,118
3,0,0,east,4,0,7
3,0,7,east,4,0,23
3,0,9,east,4,0,26
3,0,23,east,4,0,44
3,0,26,east,4,0,50
3,0,36,east,4,0,64
3,0,50,east,4,0,75
3,0,53,east,4,0,83
3,0,62,east,4,0,92
3,0,84,east,4,0,115
3,0,87,east,4,0,119
3,0,117,east,4,0,150
3,0,123,east,4,0,158
3,0,149,east,4,0,182
3,1,0,south,3,0,9
3,3,0,east,4,3,10
3,3,9,east,4,3,29
3,4,0,south,3,3,9
3,5,0,east,4,5,10
3,5,9,east,4,5,29
3,5,29,east,4,5,57
3,5,57,east,4,5,97
3,5,96,east,4,5,129
3,6,0,south,3,5,9
3,6,10,south,3,5,29
3,6,30,south,3,5,57
3,6,57,south,3,5,96
3,8,0,east,4,8,10
3,9,0,east,4,9,8
3,9,8,east,4,9,24
3,9,24,east,4,9,45
3,9,27,east,4,9,51
3,9,37,east,4,9,65
3,9,51,east,4,9,76
3,9,63,east,4,9,93
3,9,88,east,4,9,120
3,9,118,east,4,9,151
4,0,0,east,5,0,7
4,0,7,east,5,0,23
4,0,9,east,5,0,26
4,0,23,east,5,0,44
4,0,26,east,5,0,50
4,0,28,east,5,0,53
4,0,44,east,5,0,72
4,0,50,east,5,0,75
4,0,64,east,5,0,89
4,0,75,east,5,0,105
4,0,83,east,5,0,110
4,0,92,east,5,0,121
4,0,115,east,5,0,145
4,0,119,east,5,0,152
4,0,150,east,5,0,183
4,0,158,east,5,0,188
4,0,182,east,5,0,219
4,1,0,south,4,0,9
4,1,9,south,4,0,28
4,2,0,south,4,1,9
4,3,0,east,5,3,10
4,3,10,east,5,3,30
4,3,29,east,5,3,57
4,5,0,east,5,5,10
4,5,9,east,5,5,29
4,5,10,east,5,5,30
4,5,28,east,5,5,56
4,5,29,east,5,5,57
4,5,55,east,5,5,95
4,5,57,east,5,5,97
4,5,77,east,5,5,111
4,5,95,east,5,5,128
4,5,97,east,5,5,130
4,5,106,east,5,5,142
4,5,107,east,5,5,143
4,5,129,east,5,5,165
4,5,137,east,5,5,176
4,5,138,east,5,5,177
4,5,170,east,5,5,211
4,5,171,east,5,5,212
4,5,175,east,5,5,216
4,5,194,east,5,5,232
4,5,210,east,5,5,253
4,5,226,east,5,5,268
4,6,0,south,4,5,9
4,6,9,south,4,5,28
4,6,28,south,4,5,55
4,6,46,south,4,5,77
4,6,56,south,4,5,95
4,6,73,south,4,5,106
4,6,74,south,4,5,107
4,6,103,south,4,5,137
4,6,104,south,4,5,138
4,6,134,south,4,5,170
4,6,135,south,4,5,171
4,6,138,south,4,5,175
4,6,155,south,4,5,194
4,6,171,south,4,5,210
4,6,187,south,4,5,226
4,6,221,south,4,5,263
4,7,0,south,4,6,9
4,7,9,south,4,6,28
4,7,18,south,4,6,46
4,7,29,south,4,6,56
4,7,40,south,4,6,73
4,7,41,south,4,6,74
4,7,69,south,4,6,103
4,7,70,south,4,6,104
4,7,100,south,4,6,134
4,7,101,south,4,6,135
4,7,104,south,4,6,138
4,7,113,south,4,6,155
4,7,135,south,4,6,171
4,7,144,south,4,6,187
4,7,178,south,4,6,221
4,7,213,south,4,6,257
4,8,0,south,4,7,9
4,8,3,south,4,7,18
4,8,10,south,4,7,29
4,8,16,south,4,7,40
4,8,17,south,4,7,41
4,8,38,south,4,7,69
4,8,39,south,4,7,70
4,8,67,south,4,7,100
4,8,68,south,4,7,101
4,8,70,south,4,7,104
4,8,80,south,4,7,113
4,8,101,south,4,7,135
4,8,109,south,4,7,144
4,8,140,south,4,7,178
4,8,173,south,4,7,213
4,9,0,south,4,8,3
4,9,7,south,4,8,16
4,9,8,south,4,8,17
4,9,23,south,4,8,38
4,9,24,south,4,8,39
4,9,44,south,4,8,67
4,9,45,south,4,8,68
4,9,51,south,4,8,70
4,9,65,south,4,8,80
4,9,76,south,4,8,101
4,9,93,south,4,8,109
4,9,120,south,4,8,140
4,9,151,south,4,8,173
5,0,0,east,6,0,7
5,0,7,east,6,0,23
5,0,9,east,6,0,26
5,0,23,east,6,0,44
5,0,26,east,6,0,50
5,0,44,east,6,0,72
5,0,50,east,6,0,75
5,0,53,east,6,0,83
5,0,72,east,6,0,102
5,0,75,east,6,0,105
5,0,89,east,6,0,122
5,0,105,east,6,0,136
5,0,110,east,6,0,141
5,0,121,east,6,0,154
5,0,145,east,6,0,179
5,0,152,east,6,0,184
5,0,183,east,6,0,220
5,0,188,east,6,0,222
5,0,219,east,6,0,254
5,1,0,south,5,0,9
5,3,0,north,5,4,9
5,3,10,north,5,4,29
5,3,30,north,5,4,57
5,3,57,north,5,4,96
5,4,0,east,6,4,10
5,4,9,east,6,4,29
5,4,29,east,6,4,57
5,4,56,east,6,4,96
5,4,57,east,6,4,97
5,4,95,east,6,4,128
5,4,96,east,6,4,129
5,4,127,east,6,4,164
5,4,129,east,6,4,165
5,4,147,east,6,4,191
5,4,164,east,6,4,201
5,4,165,east,6,4,203
5,4,180,east,6,4,224
5,4,181,east,6,4,225
5,4,202,east,6,4,244
5,4,215,east,6,4,261
5,4,216,east,6,4,262
5,4,252,east,6,4,289
5,4,253,east,6,4,290
5,4,260,east,6,4,295
5,5,0,south,5,4,9
5,5,10,south,5,4,29
5,5,29,south,5,4,56
5,5,30,south,5,4,57
5,5,56,south,5,4,95
5,5,57,south,5,4,96
5,5,95,south,5,4,127
5,5,97,south,5,4,129
5,5,111,south,5,4,147
5,5,128,south,5,4,164
5,5,130,south,5,4,165
5,5,142,south,5,4,180
5,5,143,south,5,4,181
5,5,165,south,5,4,202
5,5,176,south,5,4,215
5,5,177,south,5,4,216
5,5,211,south,5,4,252
5,5,212,south,5,4,253
5,5,216,south,5,4,260
5,5,232,south,5,4,273
5,5,253,south,5,4,292
5,8,0,west,4,8,10
5,9,0,west,4,9,7
5,9,7,west,4,9,23
5,9,23,west,4,9,44
6,0,0,east,7,0,7
6,0,7,east,7,0,23
6,0,23,east,7,0,44
6,0,26,east,7,0,50
6,0,44,east,7,0,72
6,0,50,east,7,0,75
6,0,72,east,7,0,102
6,0,75,east,7,0,105
6,0,83,east,7,0,110
6,0,102,east,7,0,133
6,0,105,east,7,0,136
6,0,122,east,7,0,153
6,0,136,east,7,0,169
6,0,141,east,7,0,174
6,0,154,east,7,0,185
6,0,179,east,7,0,214
6,0,184,east,7,0,217
6,0,220,east,7,0,255
6,0,222,east,7,0,258
6,1,0,north,6,2,9
6,2,0,east,7,2,10
6,2,9,east,7,2,29
6,4,0,east,7,4,10
6,4,10,east,7,4,30
6,4,29,east,7,4,57
6,4,57,east,7,4,97
6,4,96,east,7,4,129
6,4,97,east,7,4,130
