k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.4064052709956238,1.9999999771752173,1.363917569866082,1.9996160546000004,0
20,1.1074113329881479,1.9999999999999991,1.0581749471163246,1.994452589170467,0
30,0.7708623253286956,1.999984560878,0.7089332329251535,1.990328550979039,0
50,0.4918306926761188,1.9978737599999998,0.4543875891996783,1.98,0
75,0.14930175334398568,1.9807939999999997,0.14248336669925324,1.98,0
100,0.0797700254788206,0.2803148572000001,0.08071632589962491,0.2548316148095729,0
150,0.051085950857097495,0.15004984000000002,0.052685019739098615,0.15004984000000002,0
200,0.03983057586816057,0.11800000000000005,0.04161472165989297,0.11171603519739999,0
300,0.028041539535284304,0.06000000000000003,0.030324412242593413,0.06000000000000003,0
400,0.02015879891444541,0.05612238000000003,0.02259016550107318,0.05612238000000003,0
500,0.01254634165923105,0.05605116057902518,0.014059564546374949,0.05605116057902518,1
734,0.0,0.0,0.0,0.0,0
