age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,52,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,52,12,2,0.07442307692307693,0.009075211703074553,0.04,0.08,0.04,0.40384615384615385
2,50,23,2,0.148902,0.01434347921530896,0.1098,0.16319999999999998,0.05339999999999999,0.42000000000000004
3,48,30,2,0.2253470833333333,0.019285950006668644,0.180313,0.2496,0.06928699999999999,0.4375
4,47,42,2,0.3022143455319149,0.02592171140236561,0.23448178,0.33919993000000004,0.10471815000000004,0.4893617021276596
5,45,45,2,0.3787057808333334,0.030361943042500495,0.3129885864,0.43199965300000004,0.11901106660000005,0.48888888888888893
6,43,43,3,0.4519189293434884,0.03629865105885935,0.38992601166899993,0.527998803842,0.13807279217300011,0.5116279069767442
7,42,42,4,0.5226919255622785,0.045318955339015095,0.42162027571272004,0.5996689685478203,0.17804869283510022,0.5714285714285714
8,41,41,4,0.5957817213309864,0.053917989383720444,0.44243015640029626,0.6746090177756543,0.23217886137535804,0.4878048780487805
9,40,40,5,0.6700719886787441,0.06302643008172117,0.44544916956917013,0.7528220827217349,0.30737291315256476,0.5
10,37,37,4,0.7449530658762686,0.06708168265414394,0.5227874570484812,0.834222846510223,0.3114353894617419,0.4864864864864865
